,year,state_po,county,FIPS,candidatevotes_rep,totalvotes,candidatevotes_dem,raw_lean,adjusted_lean
4013,2004,IA,Louisa,19115.0,2572.0,4916,2297.0,0.05593978844589098,0.03114495205253892
4014,2004,IA,Lucas,19117.0,2543.0,4571,1987.0,0.12163640341281995,0.09684156701946789
4015,2004,IA,Lyon,19119.0,4751.0,6101,1303.0,0.5651532535649894,0.5403584171716374
4016,2004,IA,Madison,19121.0,4538.0,8004,3380.0,0.14467766116941533,0.11988282477606327
4017,2004,IA,Mahaska,19123.0,6858.0,10728,3790.0,0.2859806114839672,0.26118577509061514
4018,2004,IA,Marion,19125.0,9990.0,16696,6574.0,0.2045999041686632,0.17980506777531113
4019,2004,IA,Marshall,19127.0,9557.0,19164,9443.0,0.00594865372573572,-0.01884618266761634
4020,2004,IA,Mills,19129.0,4556.0,6940,2308.0,0.32391930835734867,0.2991244719639966
4021,2004,IA,Mitchell,19131.0,2646.0,5480,2785.0,-0.02536496350364964,-0.0501597998970017
4022,2004,IA,Monona,19133.0,2575.0,5018,2397.0,0.03547229972100435,0.010677463327652292
4023,2004,IA,Monroe,19135.0,2067.0,3963,1855.0,0.05349482715114806,0.028699990757796
4024,2004,IA,Montgomery,19137.0,3601.0,5556,1899.0,0.30633549316054715,0.2815406567671951
4025,2004,IA,Muscatine,19139.0,9020.0,18717,9542.0,-0.027889084789229024,-0.052683921182581084
4026,2004,IA,O'Brien,19141.0,5328.0,7731,2330.0,0.38778941922131677,0.3629945828279647
4027,2004,IA,Osceola,19143.0,2295.0,3266,934.0,0.4167176974892835,0.39192286109593144
4028,2004,IA,Page,19145.0,5243.0,7513,2211.0,0.40356715027286044,0.3787723138795084
4029,2004,IA,Palo Alto,19147.0,2674.0,5191,2482.0,0.03698709304565595,0.01219225665230389
4030,2004,IA,Plymouth,19149.0,7810.0,12222,4278.0,0.2889870724922271,0.26419223609887504
4031,2004,IA,Pocahontas,19151.0,2441.0,4313,1822.0,0.1435195919313702,0.11872475553801815
4032,2004,IA,Polk,19153.0,95828.0,202618,105218.0,-0.046343365347599974,-0.07113820174095203
4033,2004,IA,Pottawattamie,19155.0,24558.0,41820,16906.0,0.1829746532759446,0.15817981688259253
4034,2004,IA,Poweshiek,19157.0,4965.0,10091,5043.0,-0.007729660093152346,-0.032524496486504406
4035,2004,IA,Ringgold,19159.0,1466.0,2778,1286.0,0.06479481641468676,0.0399999800213347
4036,2004,IA,Sac,19161.0,3128.0,5374,2215.0,0.16989207294380354,0.14509723655045148
4037,2004,IA,Scott,19163.0,39958.0,82722,42122.0,-0.026159909093107003,-0.05095474548645906
4038,2004,IA,Shelby,19165.0,4256.0,6670,2355.0,0.2850074962518741,0.26021265985852204
4039,2004,IA,Sioux,19167.0,14229.0,16570,2259.0,0.7223898611949306,0.6975950248015785
4040,2004,IA,Story,19169.0,20819.0,44652,23296.0,-0.0554734390396846,-0.08026827543303666
4041,2004,IA,Tama,19171.0,4456.0,9001,4487.0,-0.003444061770914386,-0.028238898164266446
4042,2004,IA,Taylor,19173.0,1908.0,3190,1252.0,0.20564263322884013,0.18084779683548807
4043,2004,IA,Union,19175.0,3165.0,5978,2747.0,0.06992305118768821,0.04512821479433615
4044,2004,IA,Van Buren,19177.0,2211.0,3836,1568.0,0.16762252346193957,0.1428276870685875
4045,2004,IA,Wapello,19179.0,7403.0,16707,9125.0,-0.10307056922248159,-0.12786540561583365
4046,2004,IA,Warren,19181.0,12160.0,23053,10730.0,0.06203097210775177,0.03723613571439971
4047,2004,IA,Washington,19183.0,5977.0,10688,4595.0,0.12930389221556882,0.10450905582221676
4048,2004,IA,Wayne,19185.0,1733.0,3133,1379.0,0.11299074369613793,0.08819590730278587
4049,2004,IA,Webster,19187.0,8959.0,18631,9561.0,-0.03231173850034885,-0.05710657489370091
4050,2004,IA,Winnebago,19189.0,3175.0,5952,2707.0,0.0786290322580645,0.05383419586471244
4051,2004,IA,Winneshiek,19191.0,5324.0,10784,5354.0,-0.0027818991097923185,-0.02757673550314438
4052,2004,IA,Woodbury,19193.0,22451.0,44195,21455.0,0.022536486027831204,-0.002258350365520856
4053,2004,IA,Worth,19195.0,1795.0,4123,2286.0,-0.11908804268736362,-0.14388287908071568
4054,2004,IA,Wright,19197.0,3631.0,6603,2930.0,0.10616386490988944,0.08136902851653738
4055,2004,KS,Allen,20001.0,3867.0,5873,1922.0,0.3311765707474885,0.30638173435413646
4056,2004,KS,Anderson,20003.0,2500.0,3863,1295.0,0.3119337302614549,0.2871388938681028
4057,2004,KS,Atchison,20005.0,3880.0,7118,3120.0,0.10677156504636132,0.08197672865300926
4058,2004,KS,Barber,20007.0,1782.0,2403,588.0,0.49687890137328344,0.4720840649799314
4059,2004,KS,Barton,20009.0,8666.0,11706,2874.0,0.4947889970955066,0.46999416070215455
4060,2004,KS,Bourbon,20011.0,4372.0,6686,2216.0,0.32246485192940477,0.2976700155360527
4061,2004,KS,Brown,20013.0,3092.0,4418,1268.0,0.41285649615210496,0.3880616597587529
4062,2004,KS,Butler,20015.0,18438.0,26280,7495.0,0.41640030441400305,0.391605468020651
4063,2004,KS,Chase,20017.0,1055.0,1501,418.0,0.42438374417055297,0.3995889077772009
4064,2004,KS,Chautauqua,20019.0,1529.0,1960,404.0,0.5739795918367346,0.5491847554433826
4065,2004,KS,Cherokee,20021.0,6083.0,9913,3726.0,0.23776858670432766,0.2129737503109756
4066,2004,KS,Cheyenne,20023.0,1353.0,1692,320.0,0.6105200945626477,0.5857252581692955
4067,2004,KS,Clark,20025.0,1014.0,1291,257.0,0.5863671572424477,0.5615723208490957
4068,2004,KS,Clay,20027.0,3174.0,4010,793.0,0.5937655860349127,0.5689707496415606
4069,2004,KS,Cloud,20029.0,3221.0,4503,1210.0,0.4465911614479236,0.42179632505457154
4070,2004,KS,Coffey,20031.0,3259.0,4408,1093.0,0.4913793103448276,0.46658447395147556
4071,2004,KS,Comanche,20033.0,770.0,981,200.0,0.581039755351682,0.5562449189583298
4072,2004,KS,Cowley,20035.0,9407.0,14447,4818.0,0.3176438014812764,0.29284896508792435
4073,2004,KS,Crawford,20037.0,8626.0,16527,7617.0,0.06105161251285779,0.03625677611950573
4074,2004,KS,Decatur,20039.0,1355.0,1740,355.0,0.5747126436781609,0.5499178072848088
4075,2004,KS,Dickinson,20041.0,6295.0,8791,2364.0,0.4471618700944147,0.42236703370106266
4076,2004,KS,Doniphan,20043.0,2491.0,3603,1065.0,0.3957812933666389,0.37098645697328686
4077,2004,KS,Douglas,20045.0,20544.0,50111,28634.0,-0.16144159964877963,-0.1862364360421317
4078,2004,KS,Edwards,20047.0,1084.0,1496,386.0,0.4665775401069519,0.44178270371359984
4079,2004,KS,Elk,20049.0,1119.0,1515,369.0,0.49504950495049505,0.470254668557143
4080,2004,KS,Ellis,20051.0,7891.0,12187,4033.0,0.31656683351111836,0.2917719971177663
4081,2004,KS,Ellsworth,20053.0,2259.0,3102,801.0,0.4700193423597679,0.44522450596641583
4082,2004,KS,Finney,20055.0,7479.0,9933,2351.0,0.516258934863586,0.4914640984702339
4083,2004,KS,Ford,20057.0,6632.0,9016,2286.0,0.48203194321206744,0.4572371068187154
4084,2004,KS,Franklin,20059.0,7391.0,11476,3921.0,0.3023701638201464,0.27757532742679436
4085,2004,KS,Geary,20061.0,4703.0,7328,2531.0,0.29639737991266374,0.2716025435193117
4086,2004,KS,Gove,20063.0,1196.0,1467,247.0,0.6468984321745058,0.6221035957811538
4087,2004,KS,Graham,20065.0,1082.0,1440,334.0,0.5194444444444444,0.4946496080510923
4088,2004,KS,Grant,20067.0,2169.0,2758,561.0,0.5830311820159536,0.5582363456226016
4089,2004,KS,Gray,20069.0,1816.0,2245,408.0,0.6271714922048998,0.6023766558115478
4090,2004,KS,Greeley,20071.0,584.0,735,138.0,0.6068027210884354,0.5820078846950834
4091,2004,KS,Greenwood,20073.0,2282.0,3244,911.0,0.4226263871763255,0.39783155078297344
4092,2004,KS,Hamilton,20075.0,888.0,1130,229.0,0.5831858407079646,0.5583910043146125
4093,2004,KS,Harper,20077.0,2154.0,2930,727.0,0.4870307167235495,0.4622358803301974
4094,2004,KS,Harvey,20079.0,9534.0,15110,5331.0,0.27816015883520845,0.2533653224418564
4095,2004,KS,Haskell,20081.0,1356.0,1599,227.0,0.7060662914321452,0.681271455038793
4096,2004,KS,Hodgeman,20083.0,953.0,1183,223.0,0.6170752324598479,0.5922803960664957
4097,2004,KS,Jackson,20085.0,3730.0,5888,2064.0,0.28294836956521735,0.2581535331718653
4098,2004,KS,Jefferson,20087.0,5408.0,8793,3253.0,0.2450813146821335,0.22028647828878145
4099,2004,KS,Jewell,20089.0,1495.0,1915,385.0,0.5796344647519582,0.5548396283586061
4100,2004,KS,Johnson,20091.0,158103.0,258687,97866.0,0.23285669554326266,0.2080618591499106
4101,2004,KS,Kearny,20093.0,1177.0,1455,272.0,0.6219931271477663,0.5971982907544142
4102,2004,KS,Kingman,20095.0,2801.0,3764,904.0,0.5039851222104144,0.4791902858170623
4103,2004,KS,Kiowa,20097.0,1275.0,1565,256.0,0.6511182108626199,0.6263233744692678
4104,2004,KS,Labette,20099.0,5400.0,9139,3615.0,0.19531677426414268,0.17052193787079062
4105,2004,KS,Lane,20101.0,823.0,1014,181.0,0.6331360946745562,0.6083412582812042
4106,2004,KS,Leavenworth,20103.0,15949.0,27331,11039.0,0.17964948227287691,0.15485464587952485
4107,2004,KS,Lincoln,20105.0,1368.0,1800,391.0,0.5427777777777778,0.5179829413844257
4108,2004,KS,Linn,20107.0,3048.0,4741,1631.0,0.2988820923855727,0.2740872559922206
4109,2004,KS,Logan,20109.0,1255.0,1523,248.0,0.6611950098489823,0.6364001734556302
4110,2004,KS,Lyon,20111.0,7951.0,13440,5234.0,0.20215773809523807,0.177362901701886
4111,2004,KS,McPherson,20113.0,9595.0,13367,3589.0,0.44931547841699704,0.424520642023645
4112,2004,KS,Marion,20115.0,4516.0,6159,1536.0,0.4838447799967527,0.4590499436034006
4113,2004,KS,Marshall,20117.0,3261.0,5108,1789.0,0.28817541111981204,0.26338057472646
4114,2004,KS,Meade,20119.0,1748.0,2121,356.0,0.6562942008486563,0.6314993644553042
4115,2004,KS,Miami,20121.0,9013.0,14016,4838.0,0.2978738584474886,0.27307902205413653
4116,2004,KS,Mitchell,20123.0,2609.0,3349,693.0,0.5721110779337115,0.5473162415403594
4117,2004,KS,Montgomery,20125.0,9598.0,14116,4338.0,0.3726268064607538,0.34783197006740174
4118,2004,KS,Morris,20127.0,1961.0,2936,931.0,0.35081743869209814,0.3260226022987461
4119,2004,KS,Morton,20129.0,1287.0,1576,276.0,0.641497461928934,0.6167026255355819
4120,2004,KS,Nemaha,20131.0,4027.0,5463,1355.0,0.4891085484166209,0.4643137120232688
4121,2004,KS,Neosho,20133.0,4705.0,7231,2424.0,0.31544737933895733,0.2906525429456053
4122,2004,KS,Ness,20135.0,1407.0,1818,382.0,0.5638063806380638,0.5390115442447116
4123,2004,KS,Norton,20137.0,2092.0,2599,473.0,0.6229318968834167,0.5981370604900647
4124,2004,KS,Osage,20139.0,4800.0,7463,2537.0,0.3032292643708964,0.27843442797754436
4125,2004,KS,Osborne,20141.0,1587.0,2075,454.0,0.5460240963855423,0.5212292599921902
4126,2004,KS,Ottawa,20143.0,2333.0,2971,595.0,0.5849882194547291,0.560193383061377
4127,2004,KS,Pawnee,20145.0,2172.0,2988,773.0,0.46820615796519416,0.4434113215718421
4128,2004,KS,Phillips,20147.0,2256.0,2847,557.0,0.5967685282753776,0.5719736918820255
4129,2004,KS,Pottawatomie,20149.0,6326.0,8823,2176.0,0.4703615550266349,0.44556671863328284
4130,2004,KS,Pratt,20151.0,3121.0,4384,1200.0,0.4381843065693431,0.41338947017599104
4131,2004,KS,Rawlins,20153.0,1414.0,1720,289.0,0.6540697674418604,0.6292749310485084
4132,2004,KS,Reno,20155.0,17748.0,27324,9114.0,0.315985946420729,0.29119111002737696
4133,2004,KS,Republic,20157.0,2238.0,2889,607.0,0.5645552094150226,0.5397603730216705
4134,2004,KS,Rice,20159.0,3182.0,4376,1130.0,0.46892138939670935,0.4441265530033573
4135,2004,KS,Riley,20161.0,12672.0,20911,7908.0,0.2278226770599206,0.20302784066656854
4136,2004,KS,Rooks,20163.0,2121.0,2710,534.0,0.5856088560885608,0.5608140196952087
4137,2004,KS,Rush,20165.0,1226.0,1789,517.0,0.3963107881498043,0.37151595175645225
4138,2004,KS,Russell,20167.0,2671.0,3525,810.0,0.5279432624113475,0.5031484260179955
4139,2004,KS,Saline,20169.0,15111.0,23041,7524.0,0.3292825832212144,0.30448774682786234
4140,2004,KS,Scott,20171.0,1924.0,2299,347.0,0.6859504132231404,0.6611555768297883
4141,2004,KS,Sedgwick,20173.0,110381.0,177679,64839.0,0.2563161656695501,0.23152132927619806
4142,2004,KS,Seward,20175.0,4272.0,5439,1122.0,0.5791505791505791,0.554355742757227
4143,2004,KS,Shawnee,20177.0,44188.0,81577,36264.0,0.09713522193755586,0.0723403855442038
4144,2004,KS,Sheridan,20179.0,1144.0,1406,239.0,0.6436699857752488,0.6188751493818967
4145,2004,KS,Sherman,20181.0,2088.0,2762,632.0,0.5271542360608255,0.5023593996674733
4146,2004,KS,Smith,20183.0,1803.0,2370,540.0,0.5329113924050632,0.5081165560117111
4147,2004,KS,Stafford,20185.0,1649.0,2186,506.0,0.5228728270814273,0.4980779906880753
4148,2004,KS,Stanton,20187.0,796.0,966,165.0,0.6532091097308488,0.6284142733374967
4149,2004,KS,Stevens,20189.0,1936.0,2265,310.0,0.7178807947019867,0.6930859583086346
4150,2004,KS,Sumner,20191.0,7092.0,10488,3217.0,0.3694698703279939,0.34467503393464183
4151,2004,KS,Thomas,20193.0,3007.0,3870,816.0,0.5661498708010336,0.5413550344076816
4152,2004,KS,Trego,20195.0,1225.0,1686,434.0,0.4691577698695137,0.4443629334761616
4153,2004,KS,Wabaunsee,20197.0,2531.0,3604,1001.0,0.42452830188679247,0.3997334654934404
4154,2004,KS,Wallace,20199.0,742.0,876,112.0,0.7191780821917808,0.6943832457984287
4155,2004,KS,Washington,20201.0,2498.0,3190,643.0,0.5815047021943573,0.5567098658010052
4156,2004,KS,Wichita,20203.0,869.0,1062,183.0,0.6459510357815442,0.6211561993881922
4157,2004,KS,Wilson,20205.0,3263.0,4398,1060.0,0.5009095043201456,0.4761146679267935
4158,2004,KS,Woodson,20207.0,1204.0,1763,530.0,0.38230289279636986,0.3575080564030178
4159,2004,KS,Wyandotte,20209.0,17919.0,53401,34923.0,-0.3184210033519972,-0.34321583974534925
4160,2004,KY,Adair,21001.0,5628.0,7447,1764.0,0.5188666577145159,0.49407182132116384
4161,2004,KY,Allen,21003.0,5202.0,7163,1923.0,0.4577690911629205,0.43297425476956847
4162,2004,KY,Anderson,21005.0,6363.0,9591,3141.0,0.3359399436972161,0.311145107303864
4163,2004,KY,Ballard,21007.0,2389.0,4177,1759.0,0.150825951639933,0.12603111524658095
4164,2004,KY,Barren,21009.0,10822.0,16140,5216.0,0.3473358116480793,0.32254097525472725
4165,2004,KY,Bath,21011.0,2269.0,4919,2608.0,-0.06891644643220168,-0.09371128282555374
4166,2004,KY,Bell,21013.0,6722.0,11002,4210.0,0.22832212325031814,0.20352728685696608
4167,2004,KY,Boone,21015.0,32329.0,45082,12391.0,0.44226076926489505,0.417465932871543
4168,2004,KY,Bourbon,21017.0,4953.0,8217,3198.0,0.21358159912376784,0.18878676273041578
4169,2004,KY,Boyd,21019.0,11501.0,21777,10132.0,0.06286449005831835,0.038069653664966285
4170,2004,KY,Boyle,21021.0,7764.0,12490,4646.0,0.24963971176941552,0.22484487537606346
4171,2004,KY,Bracken,21023.0,2363.0,3610,1213.0,0.3185595567867036,0.29376472039335155
4172,2004,KY,Breathitt,21025.0,2542.0,5944,3327.0,-0.1320659488559892,-0.15686078524934127
4173,2004,KY,Breckinridge,21027.0,5580.0,8520,2884.0,0.3164319248826291,0.29163708848927705
4174,2004,KY,Bullitt,21029.0,19433.0,28627,9043.0,0.3629440737765047,0.33814923738315267
4175,2004,KY,Butler,21031.0,4109.0,5578,1436.0,0.47920401577626387,0.4544091793829118
4176,2004,KY,Caldwell,21033.0,4066.0,6349,2245.0,0.28681682154670024,0.2620219851533482
4177,2004,KY,Calloway,21035.0,9293.0,15145,5728.0,0.23539121822383624,0.21059638183048418
4178,2004,KY,Campbell,21037.0,25540.0,40175,14253.0,0.280945861854387,0.25615102546103496
4179,2004,KY,Carlisle,21039.0,1734.0,2845,1102.0,0.22214411247803162,0.19734927608467956
4180,2004,KY,Carroll,21041.0,2175.0,3897,1688.0,0.12496792404413659,0.10017308765078453
4181,2004,KY,Carter,21043.0,5422.0,11117,5577.0,-0.013942610416479206,-0.038737446809831266
4182,2004,KY,Casey,21045.0,5109.0,6321,1174.0,0.6225280809998417,0.5977332446064896
4183,2004,KY,Christian,21047.0,13935.0,21015,6970.0,0.33142993100166546,0.3066350946083134
4184,2004,KY,Clark,21049.0,9540.0,15317,5661.0,0.25324802507018346,0.2284531886768314
4185,2004,KY,Clay,21051.0,5726.0,7687,1901.0,0.4975933394041889,0.4727985030108368
4186,2004,KY,Clinton,21053.0,3369.0,4352,952.0,0.5553768382352942,0.530582001841942
4187,2004,KY,Crittenden,21055.0,2726.0,4190,1438.0,0.3073985680190931,0.28260373162574104
4188,2004,KY,Cumberland,21057.0,2356.0,3239,848.0,0.46557579499845636,0.4407809586051043
4189,2004,KY,Daviess,21059.0,25372.0,41483,15788.0,0.23103439963358485,0.2062395632402328
4190,2004,KY,Edmonson,21061.0,3595.0,5481,1856.0,0.31727786900200694,0.2924830326086549
4191,2004,KY,Elliott,21063.0,871.0,2957,2064.0,-0.4034494420020291,-0.42824427839538115
4192,2004,KY,Estill,21065.0,3633.0,5575,1907.0,0.3095964125560538,0.28480157616270174
4193,2004,KY,Fayette,21067.0,66406.0,125576,57994.0,0.06698732241829652,0.042192486024944464
4194,2004,KY,Fleming,21069.0,3749.0,6203,2406.0,0.2165081412219893,0.19171330482863724
4195,2004,KY,Floyd,21071.0,6612.0,17885,11132.0,-0.25272574783338,-0.27752058422673204
4196,2004,KY,Franklin,21073.0,12281.0,24133,11620.0,0.027389881075705502,0.0025950446823534423
4197,2004,KY,Fulton,21075.0,1527.0,2890,1340.0,0.06470588235294117,0.03991104595958911
4198,2004,KY,Gallatin,21077.0,1869.0,3073,1188.0,0.22160754962577278,0.19681271323242072
4199,2004,KY,Garrard,21079.0,4784.0,6658,1841.0,0.4420246320216281,0.41722979562827606
4200,2004,KY,Grant,21081.0,5951.0,8824,2818.0,0.3550543970988214,0.33025956070546936
4201,2004,KY,Graves,21083.0,9903.0,16229,6206.0,0.22780208269147822,0.20300724629812616
4202,2004,KY,Grayson,21085.0,7170.0,10143,2905.0,0.4204870353938677,0.39569219900051567
4203,2004,KY,Green,21087.0,3866.0,5206,1312.0,0.4905877833269304,0.46579294693357837
4204,2004,KY,Greenup,21089.0,8696.0,16435,7630.0,0.06486157590508063,0.040066739511728566
4205,2004,KY,Hancock,21091.0,2286.0,4029,1709.0,0.14321171506577313,0.11841687867242107
4206,2004,KY,Hardin,21093.0,24627.0,36441,11507.0,0.3600340276062676,0.33523919121291557
4207,2004,KY,Harlan,21095.0,6659.0,11070,4332.0,0.21020776874435415,0.1854129323510021
4208,2004,KY,Harrison,21097.0,4855.0,7731,2807.0,0.26490751519855127,0.2401126788051992
4209,2004,KY,Hart,21099.0,4269.0,6784,2470.0,0.26518278301886794,0.24038794662551588
4210,2004,KY,Henderson,21101.0,10467.0,18701,8101.0,0.12651729854018506,0.101722462146833
4211,2004,KY,Henry,21103.0,4094.0,6499,2366.0,0.2658870595476227,0.24109222315427065
4212,2004,KY,Hickman,21105.0,1395.0,2342,926.0,0.20025619128949623,0.17546135489614417
4213,2004,KY,Hopkins,21107.0,12314.0,18843,6420.0,0.3127952024624529,0.28800036606910084
4214,2004,KY,Jackson,21109.0,4369.0,5178,769.0,0.6952491309385863,0.6704542945452343
4215,2004,KY,Jefferson,21111.0,164566.0,337350,170158.0,-0.016576256113828403,-0.04137109250718046
4216,2004,KY,Jessamine,21113.0,12972.0,18580,5476.0,0.4034445640473628,0.3786497276540107
4217,2004,KY,Johnson,21115.0,5940.0,9304,3288.0,0.28503869303525364,0.2602438566419016
4218,2004,KY,Kenton,21117.0,43664.0,67123,22834.0,0.31032581976371737,0.2855309833703653
4219,2004,KY,Knott,21119.0,2648.0,7394,4685.0,-0.27549364349472544,-0.3002884798880775
4220,2004,KY,Knox,21121.0,8108.0,12028,3822.0,0.3563352178250748,0.33154038143172276
4221,2004,KY,Larue,21123.0,4111.0,5968,1823.0,0.38337801608579086,0.3585831796924388
4222,2004,KY,Laurel,21125.0,16819.0,22264,5297.0,0.5175170679123249,0.4927222315189728
4223,2004,KY,Lawrence,21127.0,3755.0,6513,2705.0,0.1612160294795026,0.13642119308615053
4224,2004,KY,Lee,21129.0,2018.0,2920,878.0,0.39041095890410954,0.3656161225107575
4225,2004,KY,Leslie,21131.0,3661.0,4964,1266.0,0.4824738114423851,0.45767897504903304
4226,2004,KY,Letcher,21133.0,4801.0,9065,4192.0,0.06718146718146717,0.04238663078811511
4227,2004,KY,Lewis,21135.0,3778.0,5484,1667.0,0.3849380014587892,0.36014316506543714
4228,2004,KY,Lincoln,21137.0,5996.0,8863,2796.0,0.3610515626762947,0.3362567262829426
4229,2004,KY,Livingston,21139.0,2675.0,4706,2007.0,0.14194645133871653,0.11715161494536447
4230,2004,KY,Logan,21141.0,6815.0,10644,3768.0,0.2862645621946637,0.2614697258013116
4231,2004,KY,Lyon,21143.0,2132.0,3925,1769.0,0.09248407643312107,0.067689240039769
4232,2004,KY,McCracken,21145.0,18218.0,29797,11361.0,0.23012383797026548,0.20532900157691342
4233,2004,KY,McCreary,21147.0,4121.0,5693,1530.0,0.4551203232039347,0.43032548681058264
4234,2004,KY,McLean,21149.0,2584.0,4435,1823.0,0.17158962795941374,0.14679479156606168
4235,2004,KY,Madison,21151.0,18922.0,30707,11525.0,0.24088969941707106,0.216094863023719
4236,2004,KY,Magoffin,21153.0,2836.0,5718,2843.0,-0.0012242042672263032,-0.026019040660578363
4237,2004,KY,Marion,21155.0,3905.0,7354,3399.0,0.0688060919227631,0.04401125552941104
4238,2004,KY,Marshall,21157.0,9049.0,15521,6383.0,0.1717672830358869,0.14697244664253484
4239,2004,KY,Martin,21159.0,2996.0,4539,1504.0,0.32870676360431816,0.3039119272109661
4240,2004,KY,Mason,21161.0,4381.0,7079,2644.0,0.2453736403446815,0.22057880395132945
4241,2004,KY,Meade,21163.0,7152.0,10951,3724.0,0.31303077344534747,0.2882359370519954
4242,2004,KY,Menifee,21165.0,1215.0,2528,1284.0,-0.02729430379746839,-0.05208914019082045
4243,2004,KY,Mercer,21167.0,6745.0,10028,3224.0,0.3511168727562824,0.32632203636293033
4244,2004,KY,Metcalfe,21169.0,2645.0,4157,1472.0,0.28217464517681023,0.2573798087834582
4245,2004,KY,Monroe,21171.0,4657.0,5843,1158.0,0.5988362142734895,0.5740413778801374
4246,2004,KY,Montgomery,21173.0,5647.0,10230,4506.0,0.11153470185728248,0.08673986546393042
4247,2004,KY,Morgan,21175.0,2682.0,5272,2532.0,0.02845220030349016,0.0036573639101381006
4248,2004,KY,Muhlenberg,21177.0,6749.0,13479,6636.0,0.008383411232287252,-0.016411425161064808
4249,2004,KY,Nelson,21179.0,10161.0,16844,6524.0,0.2159225837093327,0.19112774731598065
4250,2004,KY,Nicholas,21181.0,1700.0,3059,1332.0,0.12030075187969924,0.09550591548634718
4251,2004,KY,Ohio,21183.0,6311.0,10028,3627.0,0.26765057838053447,0.2428557419871824
4252,2004,KY,Oldham,21185.0,18801.0,27132,8080.0,0.3951422674332891,0.37034743103993706
4253,2004,KY,Owen,21187.0,3084.0,4741,1615.0,0.3098502425648597,0.28505540617150765
4254,2004,KY,Owsley,21189.0,1558.0,1999,430.0,0.5642821410705352,0.5394873046771831
4255,2004,KY,Pendleton,21191.0,4045.0,6025,1940.0,0.3493775933609958,0.3245827569676437
4256,2004,KY,Perry,21193.0,6187.0,11655,5400.0,0.06752466752466751,0.042729831131315454
4257,2004,KY,Pike,21195.0,12611.0,26770,14002.0,-0.05196115054165107,-0.07675598693500313
4258,2004,KY,Powell,21197.0,2687.0,4960,2249.0,0.08830645161290324,0.06351161521955118
4259,2004,KY,Pulaski,21199.0,19535.0,25516,5829.0,0.5371531588023201,0.5123583224089681
4260,2004,KY,Robertson,21201.0,670.0,1090,413.0,0.23577981651376145,0.2109849801204094
4261,2004,KY,Rockcastle,21203.0,4804.0,6166,1320.0,0.5650340577359715,0.5402392213426195
4262,2004,KY,Rowan,21205.0,4063.0,8706,4556.0,-0.05662761314036291,-0.08142244953371497
4263,2004,KY,Russell,21207.0,6009.0,7821,1772.0,0.5417465797212633,0.5169517433279112
4264,2004,KY,Scott,21209.0,10600.0,17050,6325.0,0.250733137829912,0.22593830143655996
4265,2004,KY,Shelby,21211.0,10909.0,16313,5277.0,0.3452461227242077,0.3204512863308556
4266,2004,KY,Simpson,21213.0,4273.0,7043,2730.0,0.2190827772256141,0.19428794083226203
4267,2004,KY,Spencer,21215.0,4816.0,6822,1970.0,0.4171797126942246,0.39238487630087254
4268,2004,KY,Taylor,21217.0,7247.0,10295,2979.0,0.41457017969888293,0.3897753433055309
4269,2004,KY,Todd,21219.0,3242.0,4754,1491.0,0.3683214135464872,0.3435265771531351
4270,2004,KY,Trigg,21221.0,4023.0,6111,2046.0,0.3235149729995091,0.29872013660615704
4271,2004,KY,Trimble,21223.0,2332.0,3790,1428.0,0.23852242744063323,0.21372759104728117
4272,2004,KY,Union,21225.0,3534.0,5977,2398.0,0.19006190396519995,0.1652670675718479
4273,2004,KY,Warren,21227.0,25100.0,39711,14326.0,0.2713102163128604,0.24651537991950834
4274,2004,KY,Washington,21229.0,3479.0,5236,1724.0,0.33517952635599696,0.3103846899626449
4275,2004,KY,Wayne,21231.0,5027.0,7685,2616.0,0.31372804163955764,0.2889332052462056
4276,2004,KY,Webster,21233.0,3207.0,5547,2304.0,0.16279069767441862,0.13799586128106656
4277,2004,KY,Whitley,21235.0,9559.0,13629,3985.0,0.40898084965881576,0.3841860132654637
4278,2004,KY,Wolfe,21237.0,1385.0,3155,1744.0,-0.11378763866877967,-0.13858247506213173
4279,2004,KY,Woodford,21239.0,6937.0,11502,4480.0,0.21361502347417843,0.18882018708082637
4280,2004,LA,Acadia,22001.0,16083.0,25230,8937.0,0.2832342449464923,0.25843940855314024
4281,2004,LA,Allen,22003.0,5140.0,9124,3791.0,0.14785181937746605,0.123056982984114
4282,2004,LA,Ascension,22005.0,24661.0,39100,13955.0,0.2738107416879796,0.24901590529462753
4283,2004,LA,Assumption,22007.0,4966.0,10735,5585.0,-0.05766185374941779,-0.08245669014276985
4284,2004,LA,Avoyelles,22009.0,8302.0,15525,6976.0,0.0854106280193237,0.06061579162597164
4285,2004,LA,Beauregard,22011.0,9470.0,13281,3666.0,0.4370152849935998,0.41222044860024776
4286,2004,LA,Bienville,22013.0,3612.0,7157,3399.0,0.02976107307531095,0.004966236681958891
4287,2004,LA,Bossier,22015.0,30040.0,42705,12317.0,0.41500995199625335,0.3902151156029013
4288,2004,LA,Caddo,22017.0,54292.0,106595,51739.0,0.023950466719827423,-0.0008443696735246364
4289,2004,LA,Calcasieu,22019.0,46075.0,79698,32864.0,0.16576325629250416,0.1409684198991521
4290,2004,LA,Caldwell,22021.0,3308.0,4752,1384.0,0.4048821548821549,0.38008731848880284
4291,2004,LA,Cameron,22023.0,3190.0,4640,1367.0,0.3928879310344828,0.3680930946411307
