,year,state_po,county,FIPS,candidatevotes_rep,totalvotes,candidatevotes_dem,lean
2398,2000,SD,Haakon,46055.0,938.0,1129,164.0,0.6855624446412756
2399,2000,SD,Hamlin,46057.0,1731.0,2723,923.0,0.2967315460888726
2400,2000,SD,Hand,46059.0,1419.0,2031,565.0,0.4204825209256524
2401,2000,SD,Hanson,46061.0,944.0,1421,457.0,0.34271639690358907
2402,2000,SD,Harding,46063.0,650.0,731,64.0,0.801641586867305
2403,2000,SD,Hughes,46065.0,5188.0,7534,2212.0,0.395009291213167
2404,2000,SD,Hutchinson,46067.0,2497.0,3625,1052.0,0.3986206896551724
2405,2000,SD,Hyde,46069.0,592.0,835,218.0,0.4479041916167664
2406,2000,SD,Jackson,46071.0,687.0,1040,319.0,0.3538461538461538
2407,2000,SD,Jerauld,46073.0,624.0,1122,468.0,0.13903743315508021
2408,2000,SD,Jones,46075.0,509.0,664,137.0,0.5602409638554217
2409,2000,SD,Kingsbury,46077.0,1612.0,2727,1049.0,0.2064539787312064
2410,2000,SD,Lake,46079.0,2724.0,5154,2331.0,0.07625145518044235
2411,2000,SD,Lawrence,46081.0,6327.0,9406,2797.0,0.37529236657452697
2412,2000,SD,Lincoln,46083.0,6546.0,10556,3844.0,0.25596816976127323
2413,2000,SD,Lyman,46085.0,875.0,1386,482.0,0.2835497835497835
2414,2000,SD,McCook,46087.0,1610.0,2631,965.0,0.24515393386545042
2415,2000,SD,McPherson,46089.0,1073.0,1417,295.0,0.549047282992237
2416,2000,SD,Marshall,46091.0,1097.0,2079,939.0,0.07599807599807595
2417,2000,SD,Meade,46093.0,6870.0,9366,2267.0,0.49145846679478966
2418,2000,SD,Mellette,46095.0,495.0,733,222.0,0.3724420190995908
2419,2000,SD,Miner,46097.0,724.0,1266,523.0,0.15876777251184832
2420,2000,SD,Minnehaha,46099.0,33428.0,61369,27042.0,0.10405905261614168
2421,2000,SD,Moody,46101.0,1361.0,2735,1318.0,0.015722120658135275
2422,2000,SD,Pennington,46103.0,24696.0,36557,11123.0,0.37128320157562156
2423,2000,SD,Perkins,46105.0,1237.0,1614,297.0,0.5824039653035936
2424,2000,SD,Potter,46107.0,1112.0,1494,356.0,0.5060240963855422
2425,2000,SD,Roberts,46109.0,2237.0,4074,1700.0,0.1318114874815906
2426,2000,SD,Sanborn,46111.0,767.0,1268,468.0,0.23580441640378552
2427,2000,SD,Oglala Lakota,46113.0,252.0,1953,1667.0,-0.72452636968766
2428,2000,SD,Spink,46115.0,1957.0,3284,1274.0,0.20797807551766145
2429,2000,SD,Stanley,46117.0,955.0,1381,402.0,0.40043446777697317
2430,2000,SD,Sully,46119.0,633.0,871,209.0,0.48679678530424797
2431,2000,SD,Todd,46121.0,478.0,1494,993.0,-0.3447121820615797
2432,2000,SD,Tripp,46123.0,1909.0,2765,799.0,0.4014466546112116
2433,2000,SD,Turner,46125.0,2514.0,4004,1414.0,0.27472527472527475
2434,2000,SD,Union,46127.0,3265.0,5772,2358.0,0.1571379071379071
2435,2000,SD,Walworth,46129.0,1758.0,2553,721.0,0.40618879749314535
2436,2000,SD,Yankton,46135.0,4904.0,8740,3596.0,0.1496567505720824
2437,2000,SD,Ziebach,46137.0,384.0,721,314.0,0.09708737864077671
2438,2000,TN,Anderson,47001.0,14688.0,28779,13556.0,0.039334236769866915
2439,2000,TN,Bedford,47003.0,5911.0,12207,6136.0,-0.0184320471860408
2440,2000,TN,Benton,47005.0,2484.0,6311,3700.0,-0.19267944858184122
2441,2000,TN,Bledsoe,47007.0,2380.0,4196,1756.0,0.14871306005719737
2442,2000,TN,Blount,47009.0,25273.0,40662,14688.0,0.26031675766071516
2443,2000,TN,Bradley,47011.0,20167.0,29443,8768.0,0.3871548415582651
2444,2000,TN,Campbell,47013.0,5784.0,12421,6492.0,-0.05700024152644717
2445,2000,TN,Cannon,47015.0,1924.0,4697,2697.0,-0.1645731317862466
2446,2000,TN,Carroll,47017.0,5465.0,10827,5239.0,0.020873741571995896
2447,2000,TN,Carter,47019.0,12111.0,19102,6724.0,0.28201235472725367
2448,2000,TN,Cheatham,47021.0,6356.0,12616,6062.0,0.02330374128091306
2449,2000,TN,Chester,47023.0,3487.0,5728,2192.0,0.22608240223463688
2450,2000,TN,Claiborne,47025.0,5023.0,9000,3841.0,0.13133333333333336
2451,2000,TN,Clay,47027.0,1468.0,3442,1931.0,-0.13451481696687972
2452,2000,TN,Cocke,47029.0,6185.0,10239,3872.0,0.22590096689129796
2453,2000,TN,Coffee,47031.0,8788.0,17788,8741.0,0.002642230717337546
2454,2000,TN,Crockett,47033.0,2676.0,5440,2705.0,-0.005330882352941213
2455,2000,TN,Cumberland,47035.0,10994.0,19017,7644.0,0.17615817426513114
2456,2000,TN,Davidson,47037.0,84117.0,208588,120508.0,-0.17446353577387003
2457,2000,TN,Decatur,47039.0,2046.0,4370,2278.0,-0.053089244851258544
2458,2000,TN,DeKalb,47041.0,2411.0,6265,3765.0,-0.21612130885873904
2459,2000,TN,Dickson,47043.0,7016.0,15556,8332.0,-0.08459758292620206
2460,2000,TN,Dyer,47045.0,6282.0,11841,5425.0,0.07237564394899082
2461,2000,TN,Fayette,47047.0,6402.0,11529,5037.0,0.11839708561020035
2462,2000,TN,Fentress,47049.0,3417.0,6029,2529.0,0.14728810748051085
2463,2000,TN,Franklin,47051.0,6560.0,14691,7828.0,-0.08631134708324817
2464,2000,TN,Gibson,47053.0,8286.0,17137,8663.0,-0.02199918305421017
2465,2000,TN,Giles,47055.0,4377.0,10066,5527.0,-0.11424597655473878
2466,2000,TN,Grainger,47057.0,3746.0,6194,2361.0,0.22360348724572165
2467,2000,TN,Greene,47059.0,12540.0,20816,7909.0,0.2224730976172175
2468,2000,TN,Grundy,47061.0,1553.0,4596,2970.0,-0.30831157528285463
2469,2000,TN,Hamblen,47063.0,11824.0,19699,7564.0,0.2162546322148332
2470,2000,TN,Hamilton,47065.0,66605.0,120379,51708.0,0.12375082032580437
2471,2000,TN,Hancock,47067.0,1343.0,2075,690.0,0.3146987951807229
2472,2000,TN,Hardeman,47069.0,3729.0,8803,4953.0,-0.13904350789503578
2473,2000,TN,Hardin,47071.0,4951.0,8782,3735.0,0.1384650421316329
2474,2000,TN,Hawkins,47073.0,10071.0,17098,6753.0,0.1940577845362031
2475,2000,TN,Haywood,47075.0,2554.0,6478,3887.0,-0.20577338684779256
2476,2000,TN,Henderson,47077.0,5153.0,8399,3166.0,0.23657578283128944
2477,2000,TN,Henry,47079.0,5944.0,12309,6093.0,-0.012104963847591188
2478,2000,TN,Hickman,47081.0,2914.0,7264,4239.0,-0.18240638766519823
2479,2000,TN,Houston,47083.0,993.0,3127,2081.0,-0.34793732011512635
2480,2000,TN,Humphreys,47085.0,2387.0,6681,4205.0,-0.27211495285136955
2481,2000,TN,Jackson,47087.0,1384.0,4754,3304.0,-0.40387042490534286
2482,2000,TN,Jefferson,47089.0,8657.0,14087,5226.0,0.24355789025342517
2483,2000,TN,Johnson,47091.0,3740.0,5657,1813.0,0.3406399151493725
2484,2000,TN,Knox,47093.0,86851.0,150586,60969.0,0.17187520752261165
2485,2000,TN,Lake,47095.0,781.0,2224,1419.0,-0.2868705035971223
2486,2000,TN,Lauderdale,47097.0,3329.0,7618,4224.0,-0.117484904174324
2487,2000,TN,Lawrence,47099.0,7613.0,14470,6643.0,0.06703524533517619
2488,2000,TN,Lewis,47101.0,2037.0,4420,2281.0,-0.055203619909502344
2489,2000,TN,Lincoln,47103.0,5435.0,10659,5060.0,0.03518153672952434
2490,2000,TN,Loudon,47105.0,10266.0,16406,5905.0,0.2658173838839449
2491,2000,TN,McMinn,47107.0,10155.0,16600,6142.0,0.24174698795180727
2492,2000,TN,McNairy,47109.0,4897.0,8989,4003.0,0.09945488930915558
2493,2000,TN,Macon,47111.0,3366.0,6491,3059.0,0.04729625635495305
2494,2000,TN,Madison,47113.0,17862.0,33930,15781.0,0.06133215443560269
2495,2000,TN,Marion,47115.0,4651.0,10250,5441.0,-0.07707317073170733
2496,2000,TN,Marshall,47117.0,4105.0,9359,5107.0,-0.10706272037610853
2497,2000,TN,Maury,47119.0,11930.0,23400,11127.0,0.03431623931623928
2498,2000,TN,Meigs,47121.0,1797.0,3390,1555.0,0.07138643067846606
2499,2000,TN,Monroe,47123.0,7514.0,13003,5327.0,0.16819195570253015
2500,2000,TN,Montgomery,47125.0,19644.0,39044,18818.0,0.021155619301301054
2501,2000,TN,Moore,47127.0,1145.0,2301,1107.0,0.016514558887440245
2502,2000,TN,Morgan,47129.0,3144.0,6162,2921.0,0.0361895488477767
2503,2000,TN,Obion,47131.0,6168.0,12440,6056.0,0.009003215434083611
2504,2000,TN,Overton,47133.0,2875.0,7496,4507.0,-0.21771611526147272
2505,2000,TN,Perry,47135.0,1165.0,2866,1650.0,-0.16922540125610613
2506,2000,TN,Pickett,47137.0,1281.0,2239,939.0,0.15274676194729792
2507,2000,TN,Polk,47139.0,2907.0,5594,2574.0,0.05952806578476938
2508,2000,TN,Putnam,47141.0,11248.0,22438,10785.0,0.020634637668241362
2509,2000,TN,Rhea,47143.0,5900.0,9772,3722.0,0.22288170282439623
2510,2000,TN,Roane,47145.0,11345.0,21326,9575.0,0.08299728031510828
2511,2000,TN,Robertson,47147.0,9675.0,20164,10249.0,-0.028466574092441965
2512,2000,TN,Rutherford,47149.0,33445.0,62182,27360.0,0.09785790100028952
2513,2000,TN,Scott,47151.0,3579.0,6615,2967.0,0.09251700680272101
2514,2000,TN,Sequatchie,47153.0,2169.0,3887,1648.0,0.13403653202984311
2515,2000,TN,Sevier,47155.0,16734.0,25365,8208.0,0.3361324659964518
2516,2000,TN,Shelby,47157.0,141756.0,336755,190404.0,-0.1444611067393209
2517,2000,TN,Smith,47159.0,2384.0,7348,4884.0,-0.34022863364180733
2518,2000,TN,Stewart,47161.0,1826.0,4782,2870.0,-0.21831869510664997
2519,2000,TN,Sullivan,47163.0,33482.0,55727,21354.0,0.21763238645539862
2520,2000,TN,Sumner,47165.0,27601.0,50477,22118.0,0.10862372961943062
2521,2000,TN,Tipton,47167.0,10070.0,16552,6300.0,0.22776703721604646
2522,2000,TN,Trousdale,47169.0,950.0,2945,1966.0,-0.3449915110356537
2523,2000,TN,Unicoi,47171.0,3780.0,6429,2566.0,0.18883185565406746
2524,2000,TN,Union,47173.0,3199.0,5821,2564.0,0.10908778560384813
2525,2000,TN,Van Buren,47175.0,845.0,2131,1255.0,-0.1923979352416706
2526,2000,TN,Warren,47177.0,5552.0,13131,7378.0,-0.1390602391287793
2527,2000,TN,Washington,47179.0,22579.0,37942,14769.0,0.20584049338463967
2528,2000,TN,Wayne,47181.0,3370.0,5306,1859.0,0.28477195627591406
2529,2000,TN,Weakley,47183.0,6106.0,11844,5570.0,0.04525498142519413
2530,2000,TN,White,47185.0,3525.0,7775,4135.0,-0.0784565916398714
2531,2000,TN,Williamson,47187.0,38901.0,58429,18745.0,0.34496568484827744
2532,2000,TN,Wilson,47189.0,18844.0,35916,16561.0,0.06356498496491814
2533,2000,TX,Anderson,48001.0,9835.0,15080,5041.0,0.3179045092838196
2534,2000,TX,Andrews,48003.0,3091.0,4024,876.0,0.5504473161033798
2535,2000,TX,Angelina,48005.0,16648.0,26974,9957.0,0.24805368132275524
2536,2000,TX,Aransas,48007.0,5390.0,8247,2637.0,0.33381835819085726
2537,2000,TX,Archer,48009.0,2951.0,3997,993.0,0.4898674005504128
2538,2000,TX,Armstrong,48011.0,772.0,938,150.0,0.6631130063965884
2539,2000,TX,Atascosa,48013.0,6231.0,10746,4322.0,0.17764749674297414
2540,2000,TX,Austin,48015.0,6661.0,9227,2407.0,0.46103825728839276
2541,2000,TX,Bailey,48017.0,1589.0,2090,488.0,0.5267942583732057
2542,2000,TX,Bandera,48019.0,5613.0,7273,1426.0,0.5756909115908153
2543,2000,TX,Bastrop,48021.0,10310.0,18308,6973.0,0.1822700458815818
2544,2000,TX,Baylor,48023.0,1285.0,1984,663.0,0.31350806451612906
2545,2000,TX,Bee,48025.0,4429.0,8330,3795.0,0.0761104441776711
2546,2000,TX,Bell,48027.0,41208.0,63291,21011.0,0.3191133020492646
2547,2000,TX,Bexar,48029.0,215613.0,412726,185158.0,0.07378987512296298
2548,2000,TX,Blanco,48031.0,2777.0,3767,811.0,0.5219007167507301
2549,2000,TX,Borden,48033.0,283.0,353,62.0,0.6260623229461757
2550,2000,TX,Bosque,48035.0,4745.0,6770,1930.0,0.41580502215657306
2551,2000,TX,Bowie,48037.0,18325.0,30320,11662.0,0.21975593667546173
2552,2000,TX,Brazoria,48039.0,53445.0,80019,24883.0,0.35694022669615966
2553,2000,TX,Brazos,48041.0,32864.0,46941,12359.0,0.4368249504697386
2554,2000,TX,Brewster,48043.0,1867.0,3580,1349.0,0.14469273743016758
2555,2000,TX,Briscoe,48045.0,544.0,772,224.0,0.41450777202072536
2556,2000,TX,Brooks,48047.0,556.0,2431,1854.0,-0.5339366515837104
2557,2000,TX,Brown,48049.0,9609.0,12920,3138.0,0.5008513931888545
2558,2000,TX,Burleson,48051.0,3542.0,5866,2235.0,0.22280941016024547
2559,2000,TX,Burnet,48053.0,9286.0,13232,3557.0,0.43296553808948
2560,2000,TX,Caldwell,48055.0,5216.0,9425,3872.0,0.1425994694960212
2561,2000,TX,Calhoun,48057.0,3724.0,6563,2766.0,0.14596983087002902
2562,2000,TX,Callahan,48059.0,3656.0,4896,1174.0,0.5069444444444444
2563,2000,TX,Cameron,48061.0,27800.0,62057,33214.0,-0.08724237394653306
2564,2000,TX,Camp,48063.0,2121.0,3784,1625.0,0.13107822410147996
2565,2000,TX,Carson,48065.0,2216.0,2742,480.0,0.6331145149525893
2566,2000,TX,Cass,48067.0,6295.0,11019,4618.0,0.1521916689354751
2567,2000,TX,Castro,48069.0,1607.0,2354,727.0,0.37383177570093457
2568,2000,TX,Chambers,48071.0,6769.0,9806,2888.0,0.3957780950438507
2569,2000,TX,Cherokee,48073.0,9599.0,14537,4755.0,0.33321868335970284
2570,2000,TX,Childress,48075.0,1506.0,2126,602.0,0.42521166509877706
2571,2000,TX,Clay,48077.0,3112.0,4637,1460.0,0.35626482639637697
2572,2000,TX,Cochran,48079.0,807.0,1171,344.0,0.39538855678906915
2573,2000,TX,Coke,48081.0,1137.0,1515,355.0,0.5161716171617161
2574,2000,TX,Coleman,48083.0,2687.0,3578,853.0,0.5125768585802124
2575,2000,TX,Collin,48085.0,128179.0,175420,42884.0,0.48623304070231443
2576,2000,TX,Collingsworth,48087.0,974.0,1415,429.0,0.3851590106007068
2577,2000,TX,Colorado,48089.0,4913.0,7249,2229.0,0.37025796661608495
2578,2000,TX,Comal,48091.0,24599.0,32748,7131.0,0.5334066202516183
2579,2000,TX,Comanche,48093.0,3334.0,5022,1636.0,0.3381123058542413
2580,2000,TX,Concho,48095.0,818.0,1103,268.0,0.49864007252946513
2581,2000,TX,Cooke,48097.0,10128.0,13469,3153.0,0.5178558170614003
2582,2000,TX,Coryell,48099.0,10321.0,15087,4493.0,0.3862928348909657
2583,2000,TX,Cottle,48101.0,502.0,757,241.0,0.34478203434610305
2584,2000,TX,Crane,48103.0,1246.0,1654,387.0,0.5193470374848851
2585,2000,TX,Crockett,48105.0,924.0,1398,467.0,0.32689556509299
2586,2000,TX,Crosby,48107.0,1270.0,2002,705.0,0.28221778221778215
2587,2000,TX,Culberson,48109.0,413.0,1012,577.0,-0.1620553359683795
2588,2000,TX,Dallam,48111.0,1385.0,1744,341.0,0.5986238532110092
2589,2000,TX,Dallas,48113.0,322345.0,613039,275308.0,0.07672758176885974
2590,2000,TX,Dawson,48115.0,3337.0,4839,1463.0,0.38727009712750565
2591,2000,TX,Deaf Smith,48117.0,3687.0,4984,1240.0,0.4909711075441412
2592,2000,TX,Delta,48119.0,1143.0,1900,726.0,0.21947368421052638
2593,2000,TX,Denton,48121.0,102171.0,146790,40144.0,0.4225560324272771
2594,2000,TX,Dewitt,48123.0,4541.0,6183,1570.0,0.4805110787643539
2595,2000,TX,Dickens,48125.0,589.0,881,284.0,0.34619750283768447
2596,2000,TX,Dimmit,48127.0,1032.0,3753,2678.0,-0.43858246735944584
2597,2000,TX,Donley,48129.0,1333.0,1719,360.0,0.5660267597440373
2598,2000,TX,Duval,48131.0,1010.0,5030,3990.0,-0.5924453280318092
2599,2000,TX,Eastland,48133.0,4531.0,6414,1774.0,0.42984097287184286
2600,2000,TX,Ector,48135.0,22893.0,32901,9425.0,0.4093492599009148
2601,2000,TX,Edwards,48137.0,663.0,937,261.0,0.42902881536819637
2602,2000,TX,Ellis,48139.0,26091.0,37307,10629.0,0.41445305170611413
2603,2000,TX,El Paso,48141.0,57574.0,145042,83848.0,-0.1811475296810579
2604,2000,TX,Erath,48143.0,8126.0,11115,2804.0,0.47881241565452093
2605,2000,TX,Falls,48145.0,3239.0,5715,2417.0,0.1438320209973753
2606,2000,TX,Fannin,48147.0,6074.0,10340,4102.0,0.19071566731141198
2607,2000,TX,Fayette,48149.0,6658.0,9387,2542.0,0.43847874720357943
2608,2000,TX,Fisher,48151.0,968.0,1872,884.0,0.044871794871794934
2609,2000,TX,Floyd,48153.0,1830.0,2420,580.0,0.5165289256198348
2610,2000,TX,Foard,48155.0,286.0,556,263.0,0.041366906474820164
2611,2000,TX,Fort Bend,48157.0,73567.0,123509,47569.0,0.2104947817567951
2612,2000,TX,Franklin,48159.0,2420.0,3472,1018.0,0.4038018433179723
2613,2000,TX,Freestone,48161.0,4247.0,6641,2316.0,0.29076946243035684
2614,2000,TX,Frio,48163.0,1774.0,4128,2317.0,-0.13154069767441867
2615,2000,TX,Gaines,48165.0,2691.0,3459,723.0,0.5689505637467477
2616,2000,TX,Galveston,48167.0,50397.0,92983,40020.0,0.11160104535237625
2617,2000,TX,Garza,48169.0,1302.0,1770,454.0,0.4790960451977401
2618,2000,TX,Gillespie,48171.0,8096.0,9920,1511.0,0.6638104838709677
2619,2000,TX,Glasscock,48173.0,528.0,571,39.0,0.8563922942206655
2620,2000,TX,Goliad,48175.0,2108.0,3392,1233.0,0.25795990566037735
2621,2000,TX,Gonzales,48177.0,4092.0,6069,1877.0,0.3649695172186522
2622,2000,TX,Gray,48179.0,6732.0,8185,1376.0,0.6543677458766036
2623,2000,TX,Grayson,48181.0,25596.0,39940,13647.0,0.29917376064096146
2624,2000,TX,Gregg,48183.0,26739.0,38433,11244.0,0.4031691515104207
2625,2000,TX,Grimes,48185.0,4197.0,6802,2450.0,0.2568362246398118
2626,2000,TX,Guadalupe,48187.0,21499.0,30567,8311.0,0.4314456767101777
2627,2000,TX,Hale,48189.0,6868.0,9110,2158.0,0.5170142700329308
2628,2000,TX,Hall,48191.0,966.0,1446,472.0,0.3416320885200553
2629,2000,TX,Hamilton,48193.0,2447.0,3376,878.0,0.46475118483412325
2630,2000,TX,Hansford,48195.0,1874.0,2088,198.0,0.8026819923371648
2631,2000,TX,Hardeman,48197.0,976.0,1557,566.0,0.26332691072575465
2632,2000,TX,Hardin,48199.0,11962.0,17836,5595.0,0.3569746579950662
2633,2000,TX,Harris,48201.0,529159.0,974822,418267.0,0.1137561524052596
2634,2000,TX,Harrison,48203.0,13834.0,22970,8878.0,0.21575968654767086
2635,2000,TX,Hartley,48205.0,1645.0,2031,359.0,0.6331856228458888
2636,2000,TX,Haskell,48207.0,1488.0,2927,1401.0,0.029723266142808347
2637,2000,TX,Hays,48209.0,20170.0,34317,11387.0,0.2559372905557012
2638,2000,TX,Hemphill,48211.0,1203.0,1474,251.0,0.6458616010854816
2639,2000,TX,Henderson,48213.0,16607.0,25627,8704.0,0.308385686970773
2640,2000,TX,Hidalgo,48215.0,38301.0,101050,61390.0,-0.2284908461157843
2641,2000,TX,Hill,48217.0,7054.0,10735,3524.0,0.3288309268747089
2642,2000,TX,Hockley,48219.0,5250.0,6745,1419.0,0.5679762787249814
2643,2000,TX,Hood,48221.0,12429.0,17505,4704.0,0.44130248500428454
2644,2000,TX,Hopkins,48223.0,7076.0,10910,3692.0,0.3101741521539872
2645,2000,TX,Houston,48225.0,5308.0,8236,2833.0,0.3005099562894609
2646,2000,TX,Howard,48227.0,6668.0,9548,2744.0,0.41097612065354
2647,2000,TX,Hudspeth,48229.0,514.0,922,380.0,0.14533622559652926
2648,2000,TX,Hunt,48231.0,16177.0,24466,7857.0,0.34006376195536664
2649,2000,TX,Hutchinson,48233.0,7443.0,9351,1796.0,0.6038926318040851
2650,2000,TX,Irion,48235.0,624.0,793,162.0,0.5825977301387137
2651,2000,TX,Jack,48237.0,2107.0,2974,822.0,0.4320780094149294
2652,2000,TX,Jackson,48239.0,3365.0,4856,1446.0,0.3951812191103789
2653,2000,TX,Jasper,48241.0,7071.0,11742,4533.0,0.21614716402657125
2654,2000,TX,Jeff Davis,48243.0,708.0,1060,283.0,0.40094339622641506
2655,2000,TX,Jefferson,48245.0,40320.0,86909,45409.0,-0.058555500581067566
2656,2000,TX,Jim Hogg,48247.0,623.0,2157,1512.0,-0.4121464997681966
2657,2000,TX,Jim Wells,48249.0,4498.0,12023,7418.0,-0.2428678366464277
2658,2000,TX,Johnson,48251.0,26202.0,38726,11778.0,0.3724629447916128
2659,2000,TX,Jones,48253.0,4080.0,6048,1899.0,0.3606150793650794
2660,2000,TX,Karnes,48255.0,2638.0,4308,1617.0,0.2370009285051068
2661,2000,TX,Kaufman,48257.0,15290.0,23063,7455.0,0.33972163205133765
2662,2000,TX,Kendall,48259.0,8788.0,11073,1901.0,0.6219633342364309
2663,2000,TX,Kenedy,48261.0,106.0,228,119.0,-0.05701754385964908
2664,2000,TX,Kent,48263.0,346.0,536,185.0,0.3003731343283582
2665,2000,TX,Kerr,48265.0,14637.0,19228,4002.0,0.5530996463490743
2666,2000,TX,Kimble,48267.0,1313.0,1666,328.0,0.5912364945978392
2667,2000,TX,King,48269.0,120.0,137,14.0,0.7737226277372263
2668,2000,TX,Kinney,48271.0,932.0,1444,486.0,0.3088642659279779
2669,2000,TX,Kleberg,48273.0,4526.0,9194,4481.0,0.0048944964107026645
2670,2000,TX,Knox,48275.0,947.0,1576,617.0,0.20939086294416237
2671,2000,TX,Lamar,48277.0,9775.0,15430,5553.0,0.2736228127025276
2672,2000,TX,Lamb,48279.0,3451.0,4598,1114.0,0.5082644628099173
2673,2000,TX,Lampasas,48281.0,4526.0,6214,1569.0,0.4758609591245575
2674,2000,TX,La Salle,48283.0,731.0,2014,1266.0,-0.2656405163853029
2675,2000,TX,Lavaca,48285.0,5288.0,7546,2171.0,0.4130665253114233
2676,2000,TX,Lee,48287.0,3699.0,5536,1733.0,0.35513005780346824
2677,2000,TX,Leon,48289.0,4362.0,6326,1893.0,0.3902940246601328
2678,2000,TX,Liberty,48291.0,12458.0,20077,7311.0,0.25636300244060367
2679,2000,TX,Limestone,48293.0,4212.0,7075,2768.0,0.2040989399293286
2680,2000,TX,Lipscomb,48295.0,1072.0,1294,206.0,0.669242658423493
2681,2000,TX,Live Oak,48297.0,2828.0,4004,1114.0,0.428071928071928
2682,2000,TX,Llano,48299.0,6295.0,8627,2143.0,0.48127970325721575
2683,2000,TX,Loving,48301.0,124.0,156,29.0,0.6089743589743589
2684,2000,TX,Lubbock,48303.0,56054.0,76008,18469.0,0.49448742237659193
2685,2000,TX,Lynn,48305.0,1507.0,2084,562.0,0.45345489443378123
2686,2000,TX,McCulloch,48307.0,2084.0,2920,794.0,0.4417808219178082
2687,2000,TX,McLennan,48309.0,43955.0,68789,23462.0,0.29791100321272296
2688,2000,TX,McMullen,48311.0,358.0,439,77.0,0.6400911161731206
2689,2000,TX,Madison,48313.0,2333.0,3623,1241.0,0.3014076731990064
2690,2000,TX,Marion,48315.0,2039.0,3930,1852.0,0.04758269720101782
2691,2000,TX,Martin,48317.0,1520.0,1949,415.0,0.5669574140584915
2692,2000,TX,Mason,48319.0,1352.0,1801,417.0,0.5191560244308717
2693,2000,TX,Matagorda,48321.0,7584.0,12459,4696.0,0.23180030500040133
2694,2000,TX,Maverick,48323.0,3143.0,9229,5995.0,-0.3090258966301875
2695,2000,TX,Medina,48325.0,8590.0,12873,4025.0,0.3546181931173774
2696,2000,TX,Menard,48327.0,642.0,990,334.0,0.31111111111111106
2697,2000,TX,Midland,48329.0,31514.0,39740,7534.0,0.603422244589834
2698,2000,TX,Milam,48331.0,4706.0,8269,3429.0,0.15443221671302448
2699,2000,TX,Mills,48333.0,1738.0,2314,548.0,0.5142610198789974
2700,2000,TX,Mitchell,48335.0,1708.0,2574,837.0,0.3383838383838384
2701,2000,TX,Montague,48337.0,4951.0,7330,2256.0,0.3676671214188267
2702,2000,TX,Montgomery,48339.0,80600.0,106213,23286.0,0.5396137949215256
2703,2000,TX,Moore,48341.0,4201.0,5290,1040.0,0.5975425330812855
2704,2000,TX,Morris,48343.0,2381.0,4889,2455.0,-0.015136019635917375
2705,2000,TX,Motley,48345.0,514.0,642,118.0,0.616822429906542
2706,2000,TX,Nacogdoches,48347.0,13145.0,19799,6204.0,0.35057326127582206
2707,2000,TX,Navarro,48349.0,8358.0,13890,5366.0,0.21540676745860332
2708,2000,TX,Newton,48351.0,2423.0,4990,2503.0,-0.016032064128256474
2709,2000,TX,Nolan,48353.0,3337.0,5312,1874.0,0.27541415662650603
2710,2000,TX,Nueces,48355.0,49906.0,97326,45349.0,0.04682202083718634
2711,2000,TX,Ochiltree,48357.0,2687.0,2962,251.0,0.8224172856178258
2712,2000,TX,Oldham,48359.0,659.0,774,108.0,0.7118863049095607
2713,2000,TX,Orange,48361.0,17325.0,29654,11887.0,0.18338166857759491
2714,2000,TX,Palo Pinto,48363.0,5690.0,9118,3263.0,0.2661767931563939
2715,2000,TX,Panola,48365.0,5975.0,9074,3011.0,0.32664756446991405
2716,2000,TX,Parker,48367.0,23651.0,33225,8878.0,0.444635063957863
2717,2000,TX,Parmer,48369.0,2274.0,2744,447.0,0.6658163265306123
2718,2000,TX,Pecos,48371.0,2700.0,4303,1539.0,0.26981175923774114
2719,2000,TX,Polk,48373.0,11746.0,18994,6877.0,0.2563441086658945
2720,2000,TX,Potter,48375.0,17629.0,25376,7242.0,0.40932377049180324
2721,2000,TX,Presidio,48377.0,618.0,1757,1064.0,-0.25384177575412636
2722,2000,TX,Rains,48379.0,2049.0,3333,1225.0,0.24722472247224725
2723,2000,TX,Randall,48381.0,33921.0,41790,7209.0,0.6391959798994975
2724,2000,TX,Reagan,48383.0,959.0,1255,282.0,0.5394422310756972
2725,2000,TX,Real,48385.0,1146.0,1490,316.0,0.5570469798657719
2726,2000,TX,Red River,48387.0,2941.0,5202,2219.0,0.13879277201076506
2727,2000,TX,Reeves,48389.0,1273.0,3176,1872.0,-0.18860201511335017
2728,2000,TX,Refugio,48391.0,1721.0,2921,1172.0,0.18794933242040396
2729,2000,TX,Roberts,48393.0,472.0,549,72.0,0.7285974499089253
2730,2000,TX,Robertson,48395.0,3007.0,6369,3283.0,-0.043334903438530414
2731,2000,TX,Rockwall,48397.0,13666.0,17652,3642.0,0.5678676637208249
2732,2000,TX,Runnels,48399.0,3020.0,4046,969.0,0.5069204152249135
2733,2000,TX,Rusk,48401.0,11611.0,16633,4841.0,0.407022184813323
2734,2000,TX,Sabine,48403.0,2764.0,4591,1753.0,0.2202134611195818
2735,2000,TX,San Augustine,48405.0,2116.0,3805,1636.0,0.12614980289093292
2736,2000,TX,San Jacinto,48407.0,4623.0,7714,2946.0,0.2173969406274307
2737,2000,TX,San Patricio,48409.0,10599.0,18699,7840.0,0.14754799721910267
2738,2000,TX,San Saba,48411.0,1691.0,2333,618.0,0.45992284612087436
2739,2000,TX,Schleicher,48413.0,826.0,1173,338.0,0.41602728047740833
2740,2000,TX,Scurry,48415.0,4060.0,5326,1193.0,0.5383026661659782
