congress,chamber,session,roll_call,bill,date,democratic,description,document_number,document_title,independent,question,question_text,republican,result,source,tie_breaker,tie_breaker_vote,time,total,url,vote_type,vote_uri
114,Senate,2,1,{},2016-01-11,"{'yes': 42, 'no': 0, 'present': 0, 'not_voting': 2, 'majority_position': 'Yes'}","Luis Felipe Restrepo, of Pennsylvania, to be United States Circuit Judge for the Third Circuit",,,"{'yes': 1, 'no': 0, 'present': 0, 'not_voting': 1}",On the Nomination,,"{'yes': 39, 'no': 6, 'present': 0, 'not_voting': 9, 'majority_position': 'Yes'}",Nomination Confirmed,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1142/vote_114_2_00001.xml,,,17:32:00,"{'yes': 82, 'no': 6, 'present': 0, 'not_voting': 12}",https://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=114&session=2&vote=00001,1/2,https://api.propublica.org/congress/v1/114/senate/sessions/2/votes/1.json
114,Senate,2,2,"{'bill_id': 's2232-114', 'number': 'S.2232', 'sponsor_id': 'P000603', 'api_uri': 'https://api.propublica.org/congress/v1/114/bills/s2232.json', 'title': 'A bill to require a full audit of the Board of Governors of the Federal Reserve System and the Federal reserve banks by the Comptroller General of the United States, and for other purposes.', 'latest_action': 'Motion to proceed to consideration of measure withdrawn in Senate. (consideration: CR S63)'}",2016-01-12,"{'yes': 1, 'no': 42, 'present': 0, 'not_voting': 1, 'majority_position': 'No'}","A bill to require a full audit of the Board of Governors of the Federal Reserve System and the Federal reserve banks by the Comptroller General of the United States, and for other purposes.",,,"{'yes': 1, 'no': 1, 'present': 0, 'not_voting': 0}",On Cloture on the Motion to Proceed,,"{'yes': 51, 'no': 1, 'present': 0, 'not_voting': 2, 'majority_position': 'Yes'}",Cloture on the Motion to Proceed Rejected,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1142/vote_114_2_00002.xml,,,14:31:00,"{'yes': 53, 'no': 44, 'present': 0, 'not_voting': 3}",https://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=114&session=2&vote=00002,3/5,https://api.propublica.org/congress/v1/114/senate/sessions/2/votes/2.json
114,Senate,2,3,{},2016-01-19,"{'yes': 44, 'no': 0, 'present': 0, 'not_voting': 0, 'majority_position': 'Yes'}","Wilhelmina Marie Wright, of Minnesota, to be United States District Judge for the District of Minnesota",,,"{'yes': 1, 'no': 0, 'present': 0, 'not_voting': 1}",On the Nomination,,"{'yes': 13, 'no': 36, 'present': 0, 'not_voting': 5, 'majority_position': 'No'}",Nomination Confirmed,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1142/vote_114_2_00003.xml,,,17:29:00,"{'yes': 58, 'no': 36, 'present': 0, 'not_voting': 6}",https://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=114&session=2&vote=00003,1/2,https://api.propublica.org/congress/v1/114/senate/sessions/2/votes/3.json
114,Senate,2,4,"{'bill_id': 'hr4038-114', 'number': 'H.R.4038', 'sponsor_id': 'M001157', 'api_uri': 'https://api.propublica.org/congress/v1/114/bills/hr4038.json', 'title': 'To require that supplemental certifications and background investigations be completed prior to the admission of certain aliens as refugees, and for other purposes.', 'latest_action': 'Cloture on the motion to proceed to the measure not invoked in Senate by Yea-Nay Vote. 55 - 43. Record Vote Number: 4. (consideration: CR S111; text: CR S111)'}",2016-01-20,"{'yes': 2, 'no': 42, 'present': 0, 'not_voting': 0, 'majority_position': 'No'}","A bill to require that supplemental certifications and background investigations be completed prior to the admission of certain aliens as refugees, and for other purposes.",,,"{'yes': 0, 'no': 1, 'present': 0, 'not_voting': 1}",On the Cloture Motion,,"{'yes': 53, 'no': 0, 'present': 0, 'not_voting': 1, 'majority_position': 'Yes'}",Cloture Motion Rejected,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1142/vote_114_2_00004.xml,,,14:54:00,"{'yes': 55, 'no': 43, 'present': 0, 'not_voting': 2}",https://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=114&session=2&vote=00004,3/5,https://api.propublica.org/congress/v1/114/senate/sessions/2/votes/4.json
114,Senate,2,5,"{'bill_id': 'sjres22-114', 'number': 'S.J.RES.22', 'sponsor_id': 'E000295', 'api_uri': 'https://api.propublica.org/congress/v1/114/bills/sjres22.json', 'title': ""A joint resolution providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the Corps of Engineers and the Environmental Protection Agency relating to the definition of 'waters of the United States' under the Federal Water Pollution Control Act."", 'latest_action': 'Veto message indefinitely postponed by Senate by Unanimous Consent. (consideration: CR S147)'}",2016-01-21,"{'yes': 3, 'no': 38, 'present': 0, 'not_voting': 3, 'majority_position': 'No'}","A joint resolution providing for congressional disapproval under chapter 8 of title 5, United States Code, of the rule submitted by the Corps of Engineers and the Environmental Protection Agency relating to the definition of 'waters of the United States' under the Federal Water Pollution Control Act.",,,"{'yes': 0, 'no': 1, 'present': 0, 'not_voting': 1}",On the Cloture Motion,,"{'yes': 49, 'no': 1, 'present': 0, 'not_voting': 4, 'majority_position': 'Yes'}",Cloture Motion Rejected,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1142/vote_114_2_00005.xml,,,10:29:00,"{'yes': 52, 'no': 40, 'present': 0, 'not_voting': 8}",https://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=114&session=2&vote=00005,3/5,https://api.propublica.org/congress/v1/114/senate/sessions/2/votes/5.json
114,Senate,2,6,{},2016-01-27,"{'yes': 39, 'no': 0, 'present': 0, 'not_voting': 5, 'majority_position': 'Yes'}","John Michael Vazquez, of New Jersey, to be United States District Judge for the District of New Jersey",,,"{'yes': 1, 'no': 0, 'present': 0, 'not_voting': 1}",On the Nomination,,"{'yes': 44, 'no': 2, 'present': 0, 'not_voting': 8, 'majority_position': 'Yes'}",Nomination Confirmed,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1142/vote_114_2_00006.xml,,,17:30:00,"{'yes': 84, 'no': 2, 'present': 0, 'not_voting': 14}",https://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=114&session=2&vote=00006,1/2,https://api.propublica.org/congress/v1/114/senate/sessions/2/votes/6.json
114,Senate,2,7,"{'bill_id': 's2012-114', 'number': 'S.2012', 'sponsor_id': 'M001153', 'api_uri': 'https://api.propublica.org/congress/v1/114/bills/s2012.json', 'title': 'An original bill to provide for the modernization of the energy policy of the United States, and for other purposes.', 'latest_action': 'Conference held.'}",2016-01-28,"{'yes': 37, 'no': 3, 'present': 0, 'not_voting': 4, 'majority_position': 'Yes'}","To enable civilian research and development of advanced nuclear energy technologies by private and public institutions, to expand theoretical and practical knowledge of nuclear physics, chemistry, and materials science.",,,"{'yes': 1, 'no': 0, 'present': 0, 'not_voting': 1}",On the Amendment,,"{'yes': 49, 'no': 1, 'present': 0, 'not_voting': 4, 'majority_position': 'Yes'}",Amendment Agreed to,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1142/vote_114_2_00007.xml,,,23:59:00,"{'yes': 87, 'no': 4, 'present': 0, 'not_voting': 9}",https://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=114&session=2&vote=00007,1/2,https://api.propublica.org/congress/v1/114/senate/sessions/2/votes/7.json
114,Senate,2,8,"{'bill_id': 's2012-114', 'number': 'S.2012', 'sponsor_id': 'M001153', 'api_uri': 'https://api.propublica.org/congress/v1/114/bills/s2012.json', 'title': 'An original bill to provide for the modernization of the energy policy of the United States, and for other purposes.', 'latest_action': 'Conference held.'}",2016-01-28,"{'yes': 41, 'no': 0, 'present': 0, 'not_voting': 3, 'majority_position': 'Yes'}",To require the Comptroller General of the United States to conduct a review and submit a report on energy production in the United States and the effects of crude oil exports.,,,"{'yes': 1, 'no': 0, 'present': 0, 'not_voting': 1}",On the Amendment,,"{'yes': 20, 'no': 29, 'present': 0, 'not_voting': 5, 'majority_position': 'No'}",Amendment Agreed to,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1142/vote_114_2_00008.xml,,,12:28:00,"{'yes': 62, 'no': 29, 'present': 0, 'not_voting': 9}",https://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=114&session=2&vote=00008,1/2,https://api.propublica.org/congress/v1/114/senate/sessions/2/votes/8.json
114,Senate,2,9,"{'bill_id': 's2012-114', 'number': 'S.2012', 'sponsor_id': 'M001153', 'api_uri': 'https://api.propublica.org/congress/v1/114/bills/s2012.json', 'title': 'An original bill to provide for the modernization of the energy policy of the United States, and for other purposes.', 'latest_action': 'Conference held.'}",2016-01-28,"{'yes': 42, 'no': 0, 'present': 0, 'not_voting': 2, 'majority_position': 'Yes'}",To modify the funding provided for the Advanced Research Projects Agency-Energy.,,,"{'yes': 1, 'no': 0, 'present': 0, 'not_voting': 1}",On the Amendment,,"{'yes': 12, 'no': 37, 'present': 0, 'not_voting': 5, 'majority_position': 'No'}",Amendment Agreed to,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1142/vote_114_2_00009.xml,,,13:46:00,"{'yes': 55, 'no': 37, 'present': 0, 'not_voting': 8}",https://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=114&session=2&vote=00009,1/2,https://api.propublica.org/congress/v1/114/senate/sessions/2/votes/9.json
114,Senate,2,10,"{'bill_id': 's2012-114', 'number': 'S.2012', 'sponsor_id': 'M001153', 'api_uri': 'https://api.propublica.org/congress/v1/114/bills/s2012.json', 'title': 'An original bill to provide for the modernization of the energy policy of the United States, and for other purposes.', 'latest_action': 'Conference held.'}",2016-02-02,"{'yes': 1, 'no': 43, 'present': 0, 'not_voting': 0, 'majority_position': 'No'}",To modify the authority of the President of the United States to declare national monuments.,,,"{'yes': 0, 'no': 1, 'present': 0, 'not_voting': 1}",On the Amendment,,"{'yes': 46, 'no': 4, 'present': 0, 'not_voting': 4, 'majority_position': 'Yes'}",Amendment Rejected,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1142/vote_114_2_00010.xml,,,14:33:00,"{'yes': 47, 'no': 48, 'present': 0, 'not_voting': 5}",https://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=114&session=2&vote=00010,3/5,https://api.propublica.org/congress/v1/114/senate/sessions/2/votes/10.json
