congress,chamber,session,roll_call,bill,date,democratic,description,document_number,document_title,independent,question,question_text,republican,result,source,tie_breaker,tie_breaker_vote,time,total,url,vote_type,vote_uri
115,Senate,2,1,{},2018-01-03,"{'yes': 40, 'no': 6, 'present': 0, 'not_voting': 1, 'majority_position': 'Yes'}","John C. Rood, of Arizona, to be Under Secretary of Defense for Policy",1098,"John C. Rood, of Arizona, to be Under Secretary of Defense for Policy","{'yes': 1, 'no': 1, 'present': 0, 'not_voting': 0}",On the Nomination,On the Nomination PN1098,"{'yes': 40, 'no': 0, 'present': 0, 'not_voting': 11, 'majority_position': 'Yes'}",Nomination Confirmed,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1152/vote_115_2_00001.xml,,,17:28:00,"{'yes': 81, 'no': 7, 'present': 0, 'not_voting': 12}",https://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=115&session=2&vote=00001,1/2,https://api.propublica.org/congress/v1/115/senate/sessions/2/votes/1.json
115,Senate,2,2,{},2018-01-08,"{'yes': 44, 'no': 1, 'present': 0, 'not_voting': 2, 'majority_position': 'Yes'}","William L. Campbell, Jr., of Tennessee, to be United States District Judge for the Middle District of Tennessee",748,"William L. Campbell, Jr., of Tennessee, to be United States District Judge for the Middle District of Tennessee","{'yes': 2, 'no': 0, 'present': 0, 'not_voting': 0}",On the Cloture Motion,On the Cloture Motion PN748,"{'yes': 43, 'no': 0, 'present': 0, 'not_voting': 8, 'majority_position': 'Yes'}",Cloture Motion Agreed to,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1152/vote_115_2_00002.xml,,,17:32:00,"{'yes': 89, 'no': 1, 'present': 0, 'not_voting': 10}",https://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=115&session=2&vote=00002,1/2,https://api.propublica.org/congress/v1/115/senate/sessions/2/votes/2.json
115,Senate,2,3,{},2018-01-09,"{'yes': 47, 'no': 0, 'present': 0, 'not_voting': 0, 'majority_position': 'Yes'}","William L. Campbell, Jr., of Tennessee, to be United States District Judge for the Middle District of Tennessee",748,"William L. Campbell, Jr., of Tennessee, to be United States District Judge for the Middle District of Tennessee","{'yes': 2, 'no': 0, 'present': 0, 'not_voting': 0}",On the Nomination,On the Nomination PN748,"{'yes': 48, 'no': 0, 'present': 0, 'not_voting': 3, 'majority_position': 'Yes'}",Nomination Confirmed,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1152/vote_115_2_00003.xml,,,14:17:00,"{'yes': 97, 'no': 0, 'present': 0, 'not_voting': 3}",https://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=115&session=2&vote=00003,1/2,https://api.propublica.org/congress/v1/115/senate/sessions/2/votes/3.json
115,Senate,2,4,{},2018-01-09,"{'yes': 46, 'no': 1, 'present': 0, 'not_voting': 0, 'majority_position': 'Yes'}","Thomas Lee Robinson Parker, of Tennessee, to be United States District Judge for the Western District of Tennessee",752,"Thomas Lee Robinson Parker, of Tennessee, to be United States District Judge for the Western District of Tennessee","{'yes': 2, 'no': 0, 'present': 0, 'not_voting': 0}",On the Cloture Motion,On the Cloture Motion PN752,"{'yes': 48, 'no': 0, 'present': 0, 'not_voting': 3, 'majority_position': 'Yes'}",Cloture Motion Agreed to,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1152/vote_115_2_00004.xml,,,14:45:00,"{'yes': 96, 'no': 1, 'present': 0, 'not_voting': 3}",https://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=115&session=2&vote=00004,1/2,https://api.propublica.org/congress/v1/115/senate/sessions/2/votes/4.json
115,Senate,2,5,{},2018-01-10,"{'yes': 46, 'no': 0, 'present': 0, 'not_voting': 1, 'majority_position': 'Yes'}","Thomas Lee Robinson Parker, of Tennessee, to be United States District Judge for the Western District of Tennessee",752,"Thomas Lee Robinson Parker, of Tennessee, to be United States District Judge for the Western District of Tennessee","{'yes': 2, 'no': 0, 'present': 0, 'not_voting': 0}",On the Nomination,On the Nomination PN752,"{'yes': 50, 'no': 0, 'present': 0, 'not_voting': 1, 'majority_position': 'Yes'}",Nomination Confirmed,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1152/vote_115_2_00005.xml,,,14:29:00,"{'yes': 98, 'no': 0, 'present': 0, 'not_voting': 2}",https://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=115&session=2&vote=00005,1/2,https://api.propublica.org/congress/v1/115/senate/sessions/2/votes/5.json
115,Senate,2,6,{},2018-01-10,"{'yes': 45, 'no': 1, 'present': 0, 'not_voting': 1, 'majority_position': 'Yes'}","Michael Lawrence Brown, of Georgia, to be United States District Judge for the Northern District of Georgia",747,"Michael Lawrence Brown, of Georgia, to be United States District Judge for the Northern District of Georgia","{'yes': 2, 'no': 0, 'present': 0, 'not_voting': 0}",On the Cloture Motion,On the Cloture Motion PN747,"{'yes': 50, 'no': 0, 'present': 0, 'not_voting': 1, 'majority_position': 'Yes'}",Cloture Motion Agreed to,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1152/vote_115_2_00006.xml,,,14:59:00,"{'yes': 97, 'no': 1, 'present': 0, 'not_voting': 2}",https://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=115&session=2&vote=00006,1/2,https://api.propublica.org/congress/v1/115/senate/sessions/2/votes/6.json
115,Senate,2,7,{},2018-01-11,"{'yes': 45, 'no': 0, 'present': 0, 'not_voting': 2, 'majority_position': 'Yes'}","Michael Lawrence Brown, of Georgia, to be United States District Judge for the Northern District of Georgia",747,"Michael Lawrence Brown, of Georgia, to be United States District Judge for the Northern District of Georgia","{'yes': 2, 'no': 0, 'present': 0, 'not_voting': 0}",On the Nomination,On the Nomination PN747,"{'yes': 45, 'no': 0, 'present': 0, 'not_voting': 6, 'majority_position': 'Yes'}",Nomination Confirmed,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1152/vote_115_2_00007.xml,,,12:04:00,"{'yes': 92, 'no': 0, 'present': 0, 'not_voting': 8}",https://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=115&session=2&vote=00007,1/2,https://api.propublica.org/congress/v1/115/senate/sessions/2/votes/7.json
115,Senate,2,8,{},2018-01-11,"{'yes': 44, 'no': 1, 'present': 0, 'not_voting': 2, 'majority_position': 'Yes'}","Walter David Counts III, of Texas, to be United States District Judge for the Western District of Texas",1015,"Walter David Counts III, of Texas, to be United States District Judge for the Western District of Texas","{'yes': 1, 'no': 0, 'present': 0, 'not_voting': 1}",On the Cloture Motion,On the Cloture Motion PN1015,"{'yes': 45, 'no': 0, 'present': 0, 'not_voting': 6, 'majority_position': 'Yes'}",Cloture Motion Agreed to,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1152/vote_115_2_00008.xml,,,12:41:00,"{'yes': 90, 'no': 1, 'present': 0, 'not_voting': 9}",https://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=115&session=2&vote=00008,1/2,https://api.propublica.org/congress/v1/115/senate/sessions/2/votes/8.json
115,Senate,2,9,{},2018-01-11,"{'yes': 46, 'no': 0, 'present': 0, 'not_voting': 1, 'majority_position': 'Yes'}","Walter David Counts III, of Texas, to be United States District Judge for the Western District of Texas",1015,"Walter David Counts III, of Texas, to be United States District Judge for the Western District of Texas","{'yes': 2, 'no': 0, 'present': 0, 'not_voting': 0}",On the Nomination,On the Nomination PN1015,"{'yes': 48, 'no': 0, 'present': 0, 'not_voting': 3, 'majority_position': 'Yes'}",Nomination Confirmed,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1152/vote_115_2_00009.xml,,,13:37:00,"{'yes': 96, 'no': 0, 'present': 0, 'not_voting': 4}",https://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=115&session=2&vote=00009,1/2,https://api.propublica.org/congress/v1/115/senate/sessions/2/votes/9.json
115,Senate,2,10,"{'bill_id': 's139-115', 'number': 'S.139', 'sponsor_id': 'H000338', 'api_uri': 'https://api.propublica.org/congress/v1/115/bills/s139.json', 'title': 'A bill to implement the use of Rapid DNA instruments to inform decisions about pretrial release or detention and their conditions, to solve and prevent violent crimes and other crimes, to exonerate the innocent, to prevent DNA analysis backlogs, and for other purposes.', 'latest_action': 'Became Public Law No: 115-118.'}",2018-01-11,"{'yes': 25, 'no': 21, 'present': 0, 'not_voting': 1, 'majority_position': 'Yes'}","A bill to implement the use of Rapid DNA instruments to inform decisions about pretrial release or detention and their conditions, to solve and prevent violent crimes and other crimes, to exonerate the innocent, to prevent DNA analysis backlogs, and for other purposes.",139,"A bill to implement the use of Rapid DNA instruments to inform decisions about pretrial release or detention and their conditions, to solve and prevent violent crimes and other crimes, to exonerate the innocent, to prevent DNA analysis backlogs, and for other purposes.","{'yes': 1, 'no': 1, 'present': 0, 'not_voting': 0}",On the Motion to Proceed,On the Motion to Proceed S. 139,"{'yes': 43, 'no': 4, 'present': 0, 'not_voting': 4, 'majority_position': 'Yes'}",Motion to Proceed Agreed to,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1152/vote_115_2_00010.xml,,,14:08:00,"{'yes': 69, 'no': 26, 'present': 0, 'not_voting': 5}",https://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=115&session=2&vote=00010,1/2,https://api.propublica.org/congress/v1/115/senate/sessions/2/votes/10.json
