congress,chamber,session,roll_call,bill,date,democratic,description,document_number,document_title,independent,question,question_text,republican,result,source,tie_breaker,tie_breaker_vote,time,total,url,vote_type,vote_uri
113,Senate,2,1,{},2014-01-06,"{'yes': 45, 'no': 0, 'present': 0, 'not_voting': 8, 'majority_position': 'Yes'}","Janet L. Yellen, of California, to be Chairman of the Board of Governors of the Federal Reserve System for a term of four years",,,"{'yes': 0, 'no': 0, 'present': 0, 'not_voting': 2}",On the Nomination,,"{'yes': 11, 'no': 26, 'present': 0, 'not_voting': 8, 'majority_position': 'No'}",Nomination Confirmed,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1132/vote_113_2_00001.xml,,,17:30:00,"{'yes': 56, 'no': 26, 'present': 0, 'not_voting': 18}",https://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=113&session=2&vote=00001,1/2,https://api.propublica.org/congress/v1/113/senate/sessions/2/votes/1.json
113,Senate,2,2,"{'bill_id': 's1845-113', 'number': 'S.1845', 'sponsor_id': 'R000122', 'api_uri': 'https://api.propublica.org/congress/v1/113/bills/s1845.json', 'title': 'A bill to provide for the extension of certain unemployment benefits, and for other purposes.', 'latest_action': 'Motion by Senator Reid to reconsider the vote by which second cloture was not invoked on the bill (Record Vote No. 24) made in Senate. (consideration: CR S794)'}",2014-01-07,"{'yes': 52, 'no': 0, 'present': 0, 'not_voting': 1, 'majority_position': 'Yes'}","A bill to provide for the extension of certain unemployment benefits, and for other purposes.",,,"{'yes': 2, 'no': 0, 'present': 0, 'not_voting': 0}",On Cloture on the Motion to Proceed,,"{'yes': 6, 'no': 37, 'present': 0, 'not_voting': 2, 'majority_position': 'No'}",Cloture on the Motion to Proceed Agreed to,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1132/vote_113_2_00002.xml,,,10:44:00,"{'yes': 60, 'no': 37, 'present': 0, 'not_voting': 3}",https://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=113&session=2&vote=00002,3/5,https://api.propublica.org/congress/v1/113/senate/sessions/2/votes/2.json
113,Senate,2,3,"{'bill_id': 's1845-113', 'number': 'S.1845', 'sponsor_id': 'R000122', 'api_uri': 'https://api.propublica.org/congress/v1/113/bills/s1845.json', 'title': 'A bill to provide for the extension of certain unemployment benefits, and for other purposes.', 'latest_action': 'Motion by Senator Reid to reconsider the vote by which second cloture was not invoked on the bill (Record Vote No. 24) made in Senate. (consideration: CR S794)'}",2014-01-09,"{'yes': 1, 'no': 51, 'present': 0, 'not_voting': 1, 'majority_position': 'No'}","A bill to provide for the extension of certain unemployment benefits, and for other purposes.",,,"{'yes': 0, 'no': 2, 'present': 0, 'not_voting': 0}",On the Motion to Table,,"{'yes': 41, 'no': 1, 'present': 0, 'not_voting': 3, 'majority_position': 'Yes'}",Motion to Table Failed,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1132/vote_113_2_00003.xml,,,16:18:00,"{'yes': 42, 'no': 54, 'present': 0, 'not_voting': 4}",https://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=113&session=2&vote=00003,1/2,https://api.propublica.org/congress/v1/113/senate/sessions/2/votes/3.json
113,Senate,2,4,{},2014-01-09,"{'yes': 51, 'no': 0, 'present': 0, 'not_voting': 2, 'majority_position': 'Yes'}","Robert Leon Wilkins, of the District of Columbia, to be United States Circuit Judge for the District of Columbia Circuit",,,"{'yes': 2, 'no': 0, 'present': 0, 'not_voting': 0}",On the Motion to Proceed,,"{'yes': 0, 'no': 41, 'present': 0, 'not_voting': 4, 'majority_position': 'No'}",Motion to Proceed Agreed to,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1132/vote_113_2_00004.xml,,,16:42:00,"{'yes': 53, 'no': 41, 'present': 0, 'not_voting': 6}",https://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=113&session=2&vote=00004,1/2,https://api.propublica.org/congress/v1/113/senate/sessions/2/votes/4.json
113,Senate,2,5,{},2014-01-09,"{'yes': 51, 'no': 0, 'present': 0, 'not_voting': 2, 'majority_position': 'Yes'}","Robert Leon Wilkins, of the District of Columbia, to be United States Circuit Judge for the District of Columbia Circuit",,,"{'yes': 2, 'no': 0, 'present': 0, 'not_voting': 0}",On the Motion to Reconsider,,"{'yes': 1, 'no': 40, 'present': 0, 'not_voting': 4, 'majority_position': 'No'}",Motion to Reconsider Agreed to,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1132/vote_113_2_00005.xml,,,17:04:00,"{'yes': 54, 'no': 40, 'present': 0, 'not_voting': 6}",https://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=113&session=2&vote=00005,1/2,https://api.propublica.org/congress/v1/113/senate/sessions/2/votes/5.json
113,Senate,2,6,{},2014-01-09,"{'yes': 51, 'no': 0, 'present': 0, 'not_voting': 2, 'majority_position': 'Yes'}","Robert Leon Wilkins, of the District of Columbia, to be United States Circuit Judge for the District of Columbia Circuit",,,"{'yes': 2, 'no': 0, 'present': 0, 'not_voting': 0}",On the Cloture Motion,,"{'yes': 2, 'no': 38, 'present': 1, 'not_voting': 4, 'majority_position': 'No'}",Cloture Motion Agreed to,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1132/vote_113_2_00006.xml,,,17:21:00,"{'yes': 55, 'no': 38, 'present': 1, 'not_voting': 6}",https://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=113&session=2&vote=00006,1/2,https://api.propublica.org/congress/v1/113/senate/sessions/2/votes/6.json
113,Senate,2,7,{},2014-01-13,"{'yes': 53, 'no': 0, 'present': 0, 'not_voting': 0, 'majority_position': 'Yes'}","Robert Leon Wilkins, of the District of Columbia, to be United States Circuit Judge for the District of Columbia Circuit",,,"{'yes': 2, 'no': 0, 'present': 0, 'not_voting': 0}",On the Nomination,,"{'yes': 0, 'no': 43, 'present': 0, 'not_voting': 2, 'majority_position': 'No'}",Nomination Confirmed,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1132/vote_113_2_00007.xml,,,17:31:00,"{'yes': 55, 'no': 43, 'present': 0, 'not_voting': 2}",https://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=113&session=2&vote=00007,1/2,https://api.propublica.org/congress/v1/113/senate/sessions/2/votes/7.json
113,Senate,2,8,"{'bill_id': 's1845-113', 'number': 'S.1845', 'sponsor_id': 'R000122', 'api_uri': 'https://api.propublica.org/congress/v1/113/bills/s1845.json', 'title': 'A bill to provide for the extension of certain unemployment benefits, and for other purposes.', 'latest_action': 'Motion by Senator Reid to reconsider the vote by which second cloture was not invoked on the bill (Record Vote No. 24) made in Senate. (consideration: CR S794)'}",2014-01-14,"{'yes': 0, 'no': 53, 'present': 0, 'not_voting': 0, 'majority_position': 'No'}","A bill to provide for the extension of certain unemployment benefits, and for other purposes.",,,"{'yes': 0, 'no': 2, 'present': 0, 'not_voting': 0}",On the Motion to Table,,"{'yes': 45, 'no': 0, 'present': 0, 'not_voting': 0, 'majority_position': 'Yes'}",Motion to Table Failed,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1132/vote_113_2_00008.xml,,,15:22:00,"{'yes': 45, 'no': 55, 'present': 0, 'not_voting': 0}",https://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=113&session=2&vote=00008,1/2,https://api.propublica.org/congress/v1/113/senate/sessions/2/votes/8.json
113,Senate,2,9,"{'bill_id': 's1845-113', 'number': 'S.1845', 'sponsor_id': 'R000122', 'api_uri': 'https://api.propublica.org/congress/v1/113/bills/s1845.json', 'title': 'A bill to provide for the extension of certain unemployment benefits, and for other purposes.', 'latest_action': 'Motion by Senator Reid to reconsider the vote by which second cloture was not invoked on the bill (Record Vote No. 24) made in Senate. (consideration: CR S794)'}",2014-01-14,"{'yes': 50, 'no': 3, 'present': 0, 'not_voting': 0, 'majority_position': 'Yes'}",Relating to extension and modification of emergency unemployment compensation program.,,,"{'yes': 2, 'no': 0, 'present': 0, 'not_voting': 0}",On the Cloture Motion,,"{'yes': 0, 'no': 45, 'present': 0, 'not_voting': 0, 'majority_position': 'No'}",Cloture Motion Rejected,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1132/vote_113_2_00009.xml,,,15:46:00,"{'yes': 52, 'no': 48, 'present': 0, 'not_voting': 0}",https://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=113&session=2&vote=00009,3/5,https://api.propublica.org/congress/v1/113/senate/sessions/2/votes/9.json
113,Senate,2,10,"{'bill_id': 's1845-113', 'number': 'S.1845', 'sponsor_id': 'R000122', 'api_uri': 'https://api.propublica.org/congress/v1/113/bills/s1845.json', 'title': 'A bill to provide for the extension of certain unemployment benefits, and for other purposes.', 'latest_action': 'Motion by Senator Reid to reconsider the vote by which second cloture was not invoked on the bill (Record Vote No. 24) made in Senate. (consideration: CR S794)'}",2014-01-14,"{'yes': 52, 'no': 1, 'present': 0, 'not_voting': 0, 'majority_position': 'Yes'}","A bill to provide for the extension of certain unemployment benefits, and for other purposes.",,,"{'yes': 2, 'no': 0, 'present': 0, 'not_voting': 0}",On the Cloture Motion,,"{'yes': 1, 'no': 44, 'present': 0, 'not_voting': 0, 'majority_position': 'No'}",Cloture Motion Rejected,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1132/vote_113_2_00010.xml,,,16:05:00,"{'yes': 55, 'no': 45, 'present': 0, 'not_voting': 0}",https://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=113&session=2&vote=00010,3/5,https://api.propublica.org/congress/v1/113/senate/sessions/2/votes/10.json
