congress,chamber,session,roll_call,bill,date,democratic,description,independent,question,question_text,republican,result,source,time,total,url,vote_type,vote_uri
109,House,2,1,"{'bill_id': 'quorum-109', 'number': 'QUORUM', 'sponsor_id': None, 'api_uri': None, 'title': None, 'latest_action': None}",2006-01-31,"{'yes': 0, 'no': 0, 'present': 178, 'not_voting': 23, 'majority_position': 'None'}",,"{'yes': 0, 'no': 0, 'present': 0, 'not_voting': 1}",Call of the House,,"{'yes': 0, 'no': 0, 'present': 211, 'not_voting': 20, 'majority_position': 'None'}",Passed,http://clerk.house.gov/evs/2006/roll001.xml,15:55:00,"{'yes': 0, 'no': 0, 'present': 389, 'not_voting': 44}",http://clerk.house.gov/evs/2006/roll001.xml,QUORUM,https://api.propublica.org/congress/v1/109/house/sessions/2/votes/1.json
109,House,2,2,"{'bill_id': 'hres653-109', 'number': 'H.RES.653', 'sponsor_id': 'P000586', 'api_uri': 'https://api.propublica.org/congress/v1/109/bills/hres653.json', 'title': 'Relating to consideration of the bill (S. 1932) to provide for reconciliation pursuant to section 202(a) of the concurrent resolution on the budget for fiscal year 2006 (H. Con. Res. 95).', 'latest_action': 'Motion to reconsider laid on the table Agreed to without objection.'}",2006-02-01,"{'yes': 0, 'no': 200, 'present': 0, 'not_voting': 1, 'majority_position': 'No'}",Relating to consideration of the bill (S. 1932) to provide for reconciliation pursuant to section 202 (a) of the concurrent resolution on the budget for fiscal year 2006 (H. Con. Res. 95),"{'yes': 0, 'no': 1, 'present': 0, 'not_voting': 0}",On Consideration of the Resolution,,"{'yes': 226, 'no': 0, 'present': 0, 'not_voting': 4, 'majority_position': 'Yes'}",Passed,http://clerk.house.gov/evs/2006/roll002.xml,14:36:00,"{'yes': 226, 'no': 201, 'present': 0, 'not_voting': 5}",http://clerk.house.gov/evs/2006/roll002.xml,YEA-AND-NAY,https://api.propublica.org/congress/v1/109/house/sessions/2/votes/2.json
109,House,2,3,"{'bill_id': 'hres648-109', 'number': 'H.RES.648', 'sponsor_id': 'D000492', 'api_uri': 'https://api.propublica.org/congress/v1/109/bills/hres648.json', 'title': 'To eliminate floor privileges and access to Member exercise facilities for registered lobbyists who are former Members or officers of the House.', 'latest_action': 'Motion to reconsider laid on the table Agreed to without objection.'}",2006-02-01,"{'yes': 180, 'no': 19, 'present': 1, 'not_voting': 1, 'majority_position': 'Yes'}",To eliminate floor privileges and access to Member exercise facilities for registered lobbyists who are former Members or officers of the House,"{'yes': 1, 'no': 0, 'present': 0, 'not_voting': 0}",On Motion to Suspend the Rules and Agree,,"{'yes': 198, 'no': 31, 'present': 0, 'not_voting': 2, 'majority_position': 'Yes'}",Passed,http://clerk.house.gov/evs/2006/roll003.xml,17:01:00,"{'yes': 379, 'no': 50, 'present': 1, 'not_voting': 3}",http://clerk.house.gov/evs/2006/roll003.xml,2/3 YEA-AND-NAY,https://api.propublica.org/congress/v1/109/house/sessions/2/votes/3.json
109,House,2,4,"{'bill_id': 'hres653-109', 'number': 'H.RES.653', 'sponsor_id': 'P000586', 'api_uri': 'https://api.propublica.org/congress/v1/109/bills/hres653.json', 'title': 'Relating to consideration of the bill (S. 1932) to provide for reconciliation pursuant to section 202(a) of the concurrent resolution on the budget for fiscal year 2006 (H. Con. Res. 95).', 'latest_action': 'Motion to reconsider laid on the table Agreed to without objection.'}",2006-02-01,"{'yes': 0, 'no': 200, 'present': 0, 'not_voting': 1, 'majority_position': 'No'}",Relating to consideration of the bill (S. 1932) to provide for reconciliation pursuant to section 202 (a) of the concurrent resolution on the budget for fiscal year 2006 (H. Con. Res. 95),"{'yes': 0, 'no': 1, 'present': 0, 'not_voting': 0}",On Agreeing to the Resolution,,"{'yes': 216, 'no': 13, 'present': 0, 'not_voting': 2, 'majority_position': 'Yes'}",Passed,http://clerk.house.gov/evs/2006/roll004.xml,17:11:00,"{'yes': 216, 'no': 214, 'present': 0, 'not_voting': 3}",http://clerk.house.gov/evs/2006/roll004.xml,YEA-AND-NAY,https://api.propublica.org/congress/v1/109/house/sessions/2/votes/4.json
109,House,2,5,"{'bill_id': 'hres670-109', 'number': 'H.RES.670', 'sponsor_id': 'M001151', 'api_uri': 'https://api.propublica.org/congress/v1/109/bills/hres670.json', 'title': 'Congratulating the National Football League champion Pittsburgh Steelers for winning Super Bowl XL and completing one of the greatest postseason runs in professional sports history.', 'latest_action': 'Motion to reconsider laid on the table Agreed to without objection.'}",2006-02-08,"{'yes': 176, 'no': 0, 'present': 4, 'not_voting': 21, 'majority_position': 'Yes'}",Congratulating the National Football League champion Pittsburgh Steelers for winning Super Bowl XL and completing one of the greatest postseason runs in professional sports history,"{'yes': 1, 'no': 0, 'present': 0, 'not_voting': 0}",On Motion to Suspend the Rules and Agree,,"{'yes': 207, 'no': 0, 'present': 6, 'not_voting': 17, 'majority_position': 'Yes'}",Passed,http://clerk.house.gov/evs/2006/roll005.xml,18:53:00,"{'yes': 384, 'no': 0, 'present': 10, 'not_voting': 38}",http://clerk.house.gov/evs/2006/roll005.xml,2/3 YEA-AND-NAY,https://api.propublica.org/congress/v1/109/house/sessions/2/votes/5.json
109,House,2,6,"{'bill_id': 'hres657-109', 'number': 'H.RES.657', 'sponsor_id': 'K000358', 'api_uri': 'https://api.propublica.org/congress/v1/109/bills/hres657.json', 'title': 'Honoring the contributions of Catholic schools.', 'latest_action': 'Motion to reconsider laid on the table Agreed to without objection.'}",2006-02-08,"{'yes': 178, 'no': 0, 'present': 0, 'not_voting': 23, 'majority_position': 'Yes'}",Honoring the contributions of Catholic schools,"{'yes': 1, 'no': 0, 'present': 0, 'not_voting': 0}",On Motion to Suspend the Rules and Agree,,"{'yes': 213, 'no': 0, 'present': 0, 'not_voting': 17, 'majority_position': 'Yes'}",Passed,http://clerk.house.gov/evs/2006/roll006.xml,19:04:00,"{'yes': 392, 'no': 0, 'present': 0, 'not_voting': 40}",http://clerk.house.gov/evs/2006/roll006.xml,2/3 YEA-AND-NAY,https://api.propublica.org/congress/v1/109/house/sessions/2/votes/6.json
109,House,2,7,"{'bill_id': 'hr4297-109', 'number': 'H.R.4297', 'sponsor_id': 'T000188', 'api_uri': 'https://api.propublica.org/congress/v1/109/bills/hr4297.json', 'title': 'To provide for reconciliation pursuant to section 201(b) of the concurrent resolution on the budget for fiscal year 2006.', 'latest_action': 'Became Public Law No: 109-222.'}",2006-02-08,"{'yes': 176, 'no': 3, 'present': 0, 'not_voting': 22, 'majority_position': 'Yes'}",Tax Relief Extension Reconciliation Act,"{'yes': 1, 'no': 0, 'present': 0, 'not_voting': 0}",On Motion to Instruct Conferees,,"{'yes': 8, 'no': 204, 'present': 0, 'not_voting': 18, 'majority_position': 'No'}",Failed,http://clerk.house.gov/evs/2006/roll007.xml,19:24:00,"{'yes': 185, 'no': 207, 'present': 0, 'not_voting': 40}",http://clerk.house.gov/evs/2006/roll007.xml,YEA-AND-NAY,https://api.propublica.org/congress/v1/109/house/sessions/2/votes/7.json
109,House,2,8,"{'bill_id': 'hconres322-109', 'number': 'H.CON.RES.322', 'sponsor_id': 'M001144', 'api_uri': 'https://api.propublica.org/congress/v1/109/bills/hconres322.json', 'title': 'Expressing the appreciation of Congress for the contributions of the United Service Organizations, Incorporated (the USO), to the morale and welfare of the members of the Armed Forces and their families.', 'latest_action': 'Received in the Senate and referred to the Committee on Armed Services.'}",2006-02-14,"{'yes': 187, 'no': 0, 'present': 0, 'not_voting': 14, 'majority_position': 'Yes'}",Expressing the Sense of Congress regarding the contribution of the USO to the morale and welfare of our servicemen and women of our armed forces and their families,"{'yes': 1, 'no': 0, 'present': 0, 'not_voting': 0}","On Motion to Suspend the Rules and Agree, As Amended",,"{'yes': 219, 'no': 0, 'present': 0, 'not_voting': 11, 'majority_position': 'Yes'}",Passed,http://clerk.house.gov/evs/2006/roll008.xml,18:54:00,"{'yes': 407, 'no': 0, 'present': 0, 'not_voting': 25}",http://clerk.house.gov/evs/2006/roll008.xml,2/3 YEA-AND-NAY,https://api.propublica.org/congress/v1/109/house/sessions/2/votes/8.json
109,House,2,9,"{'bill_id': 's1989-109', 'number': 'S.1989', 'sponsor_id': 'R000122', 'api_uri': 'https://api.propublica.org/congress/v1/109/bills/s1989.json', 'title': ""A bill to designate the facility of the United States Postal Service located at 57 Rolfe Square in Cranston, Rhode Island, shall be known and designated as the 'Holly A. Charette Post Office'."", 'latest_action': 'Became Public Law No: 109-175.'}",2006-02-14,"{'yes': 186, 'no': 0, 'present': 0, 'not_voting': 15, 'majority_position': 'Yes'}","To designate the facility of the United States Postal Service located at 57 Rolfe Square in Cranston, Rhode Island, shall be known and designated as the ","{'yes': 1, 'no': 0, 'present': 0, 'not_voting': 0}",On Motion to Suspend the Rules and Pass,,"{'yes': 221, 'no': 0, 'present': 0, 'not_voting': 9, 'majority_position': 'Yes'}",Passed,http://clerk.house.gov/evs/2006/roll009.xml,19:10:00,"{'yes': 408, 'no': 0, 'present': 0, 'not_voting': 24}",http://clerk.house.gov/evs/2006/roll009.xml,2/3 YEA-AND-NAY,https://api.propublica.org/congress/v1/109/house/sessions/2/votes/9.json
109,House,2,10,"{'bill_id': 'sconres79-109', 'number': 'S.CON.RES.79', 'sponsor_id': 'T000250', 'api_uri': 'https://api.propublica.org/congress/v1/109/bills/sconres79.json', 'title': 'A concurrent resolution expressing the sense of Congress that no United States assistance should be provided directly to the Palestinian Authority if any representative political party holding a majority of parliamentary seats within the Palestinian Authority maintains a position calling for the destruction of Israel.', 'latest_action': 'Motion to reconsider laid on the table Agreed to without objection.'}",2006-02-15,"{'yes': 194, 'no': 1, 'present': 0, 'not_voting': 6, 'majority_position': 'Yes'}",Expressing the sense of Congress that no United States assistance should be provided directly to the Palestinian Authority if any representative political party holding a majority of parliamentary seats within the Palestinian Authority maintains a positio,"{'yes': 1, 'no': 0, 'present': 0, 'not_voting': 0}",On Motion to Suspend the Rules and Agree,,"{'yes': 223, 'no': 0, 'present': 0, 'not_voting': 7, 'majority_position': 'Yes'}",Passed,http://clerk.house.gov/evs/2006/roll010.xml,18:12:00,"{'yes': 418, 'no': 1, 'present': 0, 'not_voting': 13}",http://clerk.house.gov/evs/2006/roll010.xml,2/3 YEA-AND-NAY,https://api.propublica.org/congress/v1/109/house/sessions/2/votes/10.json
