congress,chamber,session,roll_call,bill,date,democratic,description,document_number,document_title,independent,question,question_text,republican,result,source,tie_breaker,tie_breaker_vote,time,total,url,vote_type,vote_uri
106,Senate,2,1,"{'bill_id': 's.625-106', 'number': 'S..625', 'sponsor_id': None, 'api_uri': None, 'title': None, 'latest_action': None}",2000-02-01,"{'yes': 2, 'no': 43, 'present': 0, 'not_voting': 0, 'majority_position': 'No'}",Motion to Table Wellstone Amdt 2538; To make an amendment with respect to the disallowance of certain claims and to prohibit certain coercive debt collection practices.,,,"{'yes': 0, 'no': 0, 'present': 0, 'not_voting': 0}",On the Motion to Table ,,"{'yes': 51, 'no': 1, 'present': 1, 'not_voting': 2, 'majority_position': 'Yes'}",Agreed to,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1062/vote_106_2_00001.xml,,,14:21:00,"{'yes': 53, 'no': 44, 'present': 1, 'not_voting': 2}",https://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=106&session=2&vote=00001,1/2,https://api.propublica.org/congress/v1/106/senate/sessions/2/votes/1.json
106,Senate,2,2,"{'bill_id': 's.625-106', 'number': 'S..625', 'sponsor_id': None, 'api_uri': None, 'title': None, 'latest_action': None}",2000-02-02,"{'yes': 45, 'no': 0, 'present': 0, 'not_voting': 0, 'majority_position': 'Yes'}",Schumer Amendment No. 2763; To ensure that debts incurred as a result of clinic violence are nondischargeable.,,,"{'yes': 0, 'no': 0, 'present': 0, 'not_voting': 0}",On the Amendment ,,"{'yes': 35, 'no': 17, 'present': 1, 'not_voting': 2, 'majority_position': 'Yes'}",Agreed to,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1062/vote_106_2_00002.xml,,,12:20:00,"{'yes': 80, 'no': 17, 'present': 1, 'not_voting': 2}",https://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=106&session=2&vote=00002,1/2,https://api.propublica.org/congress/v1/106/senate/sessions/2/votes/2.json
106,Senate,2,3,"{'bill_id': 's.625-106', 'number': 'S..625', 'sponsor_id': None, 'api_uri': None, 'title': None, 'latest_action': None}",2000-02-02,"{'yes': 4, 'no': 41, 'present': 0, 'not_voting': 0, 'majority_position': 'No'}","Motion to Table Feingold Amendment No. 2748 As Modified; To provide for an exception to a limitation on an automatic stay under section 362(b) of title 11, United States Code, relating to evictions and similar proceedings to provide for the payment of ren",,,"{'yes': 0, 'no': 0, 'present': 0, 'not_voting': 0}",On the Motion to Table ,,"{'yes': 50, 'no': 2, 'present': 1, 'not_voting': 2, 'majority_position': 'Yes'}",Agreed to,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1062/vote_106_2_00003.xml,,,12:52:00,"{'yes': 54, 'no': 43, 'present': 1, 'not_voting': 2}",https://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=106&session=2&vote=00003,1/2,https://api.propublica.org/congress/v1/106/senate/sessions/2/votes/3.json
106,Senate,2,4,"{'bill_id': 's.625-106', 'number': 'S..625', 'sponsor_id': None, 'api_uri': None, 'title': None, 'latest_action': None}",2000-02-02,"{'yes': 28, 'no': 17, 'present': 0, 'not_voting': 0, 'majority_position': 'Yes'}","Levin Amendment No. 2658; To provide for the nondischargeability of debts arising from firearm-related debts, and for other purposes.",,,"{'yes': 0, 'no': 0, 'present': 0, 'not_voting': 0}",On the Amendment ,,"{'yes': 1, 'no': 51, 'present': 1, 'not_voting': 2, 'majority_position': 'No'}",Rejected,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1062/vote_106_2_00004.xml,,,13:16:00,"{'yes': 29, 'no': 68, 'present': 1, 'not_voting': 2}",https://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=106&session=2&vote=00004,1/2,https://api.propublica.org/congress/v1/106/senate/sessions/2/votes/4.json
106,Senate,2,5,"{'bill_id': 'h.r.833-106', 'number': 'H.R..833', 'sponsor_id': None, 'api_uri': None, 'title': None, 'latest_action': None}",2000-02-02,"{'yes': 33, 'no': 12, 'present': 0, 'not_voting': 0, 'majority_position': 'Yes'}",H.R. 833 As Amended; Bankruptcy Reform Act of 2000,,,"{'yes': 0, 'no': 0, 'present': 0, 'not_voting': 0}",On Passage of the Bill,,"{'yes': 50, 'no': 2, 'present': 1, 'not_voting': 2, 'majority_position': 'Yes'}",Passed,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1062/vote_106_2_00005.xml,,,13:35:00,"{'yes': 83, 'no': 14, 'present': 1, 'not_voting': 2}",https://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=106&session=2&vote=00005,1/2,https://api.propublica.org/congress/v1/106/senate/sessions/2/votes/5.json
106,Senate,2,6,"{'bill_id': '-106', 'number': '', 'sponsor_id': None, 'api_uri': None, 'title': None, 'latest_action': None}",2000-02-03,"{'yes': 39, 'no': 4, 'present': 0, 'not_voting': 2, 'majority_position': 'Yes'}",Confirmation: Alan Greenspan to be Chairman of Federal Reserve Board ,,,"{'yes': 0, 'no': 0, 'present': 0, 'not_voting': 0}",On the Nomination,,"{'yes': 50, 'no': 0, 'present': 0, 'not_voting': 5, 'majority_position': 'Yes'}",Confirmed,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1062/vote_106_2_00006.xml,,,10:46:00,"{'yes': 89, 'no': 4, 'present': 0, 'not_voting': 7}",https://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=106&session=2&vote=00006,1/2,https://api.propublica.org/congress/v1/106/senate/sessions/2/votes/6.json
106,Senate,2,7,"{'bill_id': 's.1287-106', 'number': 'S..1287', 'sponsor_id': None, 'api_uri': None, 'title': None, 'latest_action': None}",2000-02-08,"{'yes': 40, 'no': 3, 'present': 0, 'not_voting': 2, 'majority_position': 'Yes'}",Motion to Invoke Cloture on Murkowski Amendment No. 2808; To provide a complete substitute.,,,"{'yes': 0, 'no': 0, 'present': 0, 'not_voting': 0}",On the Cloture Motion ,,"{'yes': 54, 'no': 0, 'present': 0, 'not_voting': 1, 'majority_position': 'Yes'}",Agreed to,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1062/vote_106_2_00007.xml,,,14:18:00,"{'yes': 94, 'no': 3, 'present': 0, 'not_voting': 3}",https://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=106&session=2&vote=00007,3/5,https://api.propublica.org/congress/v1/106/senate/sessions/2/votes/7.json
106,Senate,2,8,"{'bill_id': 's.1287-106', 'number': 'S..1287', 'sponsor_id': None, 'api_uri': None, 'title': None, 'latest_action': None}",2000-02-10,"{'yes': 12, 'no': 32, 'present': 0, 'not_voting': 1, 'majority_position': 'No'}",S.1287 As Amended; Nuclear Waste Policy Amendments Act of 2000,,,"{'yes': 0, 'no': 0, 'present': 0, 'not_voting': 0}",On Passage of the Bill,,"{'yes': 52, 'no': 2, 'present': 0, 'not_voting': 1, 'majority_position': 'Yes'}",Passed,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1062/vote_106_2_00008.xml,,,11:02:00,"{'yes': 64, 'no': 34, 'present': 0, 'not_voting': 2}",https://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=106&session=2&vote=00008,1/2,https://api.propublica.org/congress/v1/106/senate/sessions/2/votes/8.json
106,Senate,2,9,"{'bill_id': '-106', 'number': '', 'sponsor_id': None, 'api_uri': None, 'title': None, 'latest_action': None}",2000-02-10,"{'yes': 44, 'no': 0, 'present': 0, 'not_voting': 1, 'majority_position': 'Yes'}",Motion to Proceed to Exec. Session to Consider Nomination of Thomas L. Ambro,,,"{'yes': 0, 'no': 0, 'present': 0, 'not_voting': 0}",On the Motion,,"{'yes': 35, 'no': 19, 'present': 0, 'not_voting': 1, 'majority_position': 'Yes'}",Agreed to,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1062/vote_106_2_00009.xml,,,12:49:00,"{'yes': 79, 'no': 19, 'present': 0, 'not_voting': 2}",https://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=106&session=2&vote=00009,1/2,https://api.propublica.org/congress/v1/106/senate/sessions/2/votes/9.json
106,Senate,2,10,"{'bill_id': '-106', 'number': '', 'sponsor_id': None, 'api_uri': None, 'title': None, 'latest_action': None}",2000-02-10,"{'yes': 44, 'no': 0, 'present': 0, 'not_voting': 1, 'majority_position': 'Yes'}","Conf. of Thomas L. Ambro, of Delaware,  U.S. Circuit Judge for the Third Circuit",,,"{'yes': 0, 'no': 0, 'present': 0, 'not_voting': 0}",On the Nomination,,"{'yes': 52, 'no': 2, 'present': 0, 'not_voting': 1, 'majority_position': 'Yes'}",Confirmed,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1062/vote_106_2_00010.xml,,,14:03:00,"{'yes': 96, 'no': 2, 'present': 0, 'not_voting': 2}",https://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=106&session=2&vote=00010,1/2,https://api.propublica.org/congress/v1/106/senate/sessions/2/votes/10.json
