congress,chamber,session,roll_call,bill,date,democratic,description,independent,question,question_text,republican,result,source,time,total,url,vote_type,vote_uri
112,House,2,1,"{'bill_id': 'quorum-112', 'number': 'QUORUM', 'sponsor_id': None, 'api_uri': None, 'title': None, 'latest_action': None}",2012-01-17,"{'yes': 0, 'no': 0, 'present': 153, 'not_voting': 39, 'majority_position': ''}",,"{'yes': 0, 'no': 0, 'present': 0, 'not_voting': 0}",Call of the House,,"{'yes': 0, 'no': 0, 'present': 225, 'not_voting': 17, 'majority_position': ''}",Passed,http://clerk.house.gov/evs/2012/roll001.xml,18:53:00,"{'yes': 0, 'no': 0, 'present': 378, 'not_voting': 56}",http://clerk.house.gov/evs/2012/roll001.xml,QUORUM,https://api.propublica.org/congress/v1/112/house/sessions/2/votes/1.json
112,House,2,2,"{'bill_id': 'hres515-112', 'number': 'H.RES.515', 'sponsor_id': 'S001184', 'api_uri': 'https://api.propublica.org/congress/v1/112/bills/hres515.json', 'title': 'Addressing a motion to proceed under section 3101A of title 31, United States Code.', 'latest_action': 'Motion to reconsider laid on the table Agreed to without objection.'}",2012-01-18,"{'yes': 3, 'no': 176, 'present': 0, 'not_voting': 13, 'majority_position': 'No'}","Addressing a motion to proceed under section 3101A of title 31, United States Code","{'yes': 0, 'no': 0, 'present': 0, 'not_voting': 0}",On Ordering the Previous Question,,"{'yes': 235, 'no': 0, 'present': 1, 'not_voting': 6, 'majority_position': 'Yes'}",Passed,http://clerk.house.gov/evs/2012/roll002.xml,13:59:00,"{'yes': 238, 'no': 176, 'present': 1, 'not_voting': 18}",http://clerk.house.gov/evs/2012/roll002.xml,YEA-AND-NAY,https://api.propublica.org/congress/v1/112/house/sessions/2/votes/2.json
112,House,2,3,"{'bill_id': 'journal-112', 'number': 'JOURNAL', 'sponsor_id': None, 'api_uri': None, 'title': None, 'latest_action': None}",2012-01-18,"{'yes': 95, 'no': 83, 'present': 0, 'not_voting': 14, 'majority_position': 'None'}",,"{'yes': 0, 'no': 0, 'present': 0, 'not_voting': 0}",On Approving the Journal,,"{'yes': 197, 'no': 37, 'present': 1, 'not_voting': 7, 'majority_position': 'Yes'}",Passed,http://clerk.house.gov/evs/2012/roll003.xml,14:07:00,"{'yes': 292, 'no': 120, 'present': 1, 'not_voting': 20}",http://clerk.house.gov/evs/2012/roll003.xml,RECORDED VOTE,https://api.propublica.org/congress/v1/112/house/sessions/2/votes/3.json
112,House,2,4,"{'bill_id': 'hjres98-112', 'number': 'H.J.RES.98', 'sponsor_id': 'R000585', 'api_uri': 'https://api.propublica.org/congress/v1/112/bills/hjres98.json', 'title': ""Relating to the disapproval of the President's exercise of authority to increase the debt limit, as submitted under section 3101A of title 31, United States Code, on January 12, 2012."", 'latest_action': 'Motion to proceed to consideration of measure rejected in Senate by Yea-Nay Vote. 44 - 52. Record Vote Number: 2.'}",2012-01-18,"{'yes': 6, 'no': 175, 'present': 0, 'not_voting': 11, 'majority_position': 'No'}",Relating to the disapproval of the President,"{'yes': 0, 'no': 0, 'present': 0, 'not_voting': 0}",On Passage,,"{'yes': 233, 'no': 1, 'present': 2, 'not_voting': 6, 'majority_position': 'Yes'}",Passed,http://clerk.house.gov/evs/2012/roll004.xml,16:26:00,"{'yes': 239, 'no': 176, 'present': 2, 'not_voting': 16}",http://clerk.house.gov/evs/2012/roll004.xml,YEA-AND-NAY,https://api.propublica.org/congress/v1/112/house/sessions/2/votes/4.json
112,House,2,5,"{'bill_id': 'hr3117-112', 'number': 'H.R.3117', 'sponsor_id': 'W000804', 'api_uri': 'https://api.propublica.org/congress/v1/112/bills/hr3117.json', 'title': 'To grant the Secretary of the Interior permanent authority to authorize States to issue electronic duck stamps, and for other purposes.', 'latest_action': 'Received in the Senate and Read twice and referred to the Committee on Environment and Public Works.'}",2012-01-23,"{'yes': 159, 'no': 0, 'present': 0, 'not_voting': 33, 'majority_position': 'Yes'}",Permanent Electronic Duck Stamp Act,"{'yes': 0, 'no': 0, 'present': 0, 'not_voting': 0}","On Motion to Suspend the Rules and Pass, as Amended",,"{'yes': 214, 'no': 1, 'present': 0, 'not_voting': 27, 'majority_position': 'Yes'}",Passed,http://clerk.house.gov/evs/2012/roll005.xml,18:55:00,"{'yes': 373, 'no': 1, 'present': 0, 'not_voting': 59}",http://clerk.house.gov/evs/2012/roll005.xml,2/3 YEA-AND-NAY,https://api.propublica.org/congress/v1/112/house/sessions/2/votes/5.json
112,House,2,6,"{'bill_id': 'hr1141-112', 'number': 'H.R.1141', 'sponsor_id': 'S001177', 'api_uri': 'https://api.propublica.org/congress/v1/112/bills/hr1141.json', 'title': 'To authorize the Secretary of the Interior to study the suitability and feasibility of designating prehistoric, historic, and limestone forest sites on Rota, Commonwealth of the Northern Mariana Islands, as a unit of the National Park System.', 'latest_action': 'Committee on Energy and Natural Resources Subcommittee on National Parks. Hearings held.'}",2012-01-23,"{'yes': 162, 'no': 0, 'present': 0, 'not_voting': 30, 'majority_position': 'Yes'}",Rota Cultural and Natural Resources Study Act,"{'yes': 0, 'no': 0, 'present': 0, 'not_voting': 0}",On Motion to Suspend the Rules and Pass,,"{'yes': 116, 'no': 100, 'present': 0, 'not_voting': 26, 'majority_position': 'None'}",Passed,http://clerk.house.gov/evs/2012/roll006.xml,19:08:00,"{'yes': 278, 'no': 100, 'present': 0, 'not_voting': 55}",http://clerk.house.gov/evs/2012/roll006.xml,2/3 YEA-AND-NAY,https://api.propublica.org/congress/v1/112/house/sessions/2/votes/6.json
112,House,2,7,"{'bill_id': 'hres516-112', 'number': 'H.RES.516', 'sponsor_id': 'N000185', 'api_uri': 'https://api.propublica.org/congress/v1/112/bills/hres516.json', 'title': 'Expressing the sense of the House of Representatives that the passage of a fiscal year 2013 Federal budget is of national importance.', 'latest_action': 'Motion to reconsider laid on the table Agreed to without objection.'}",2012-01-24,"{'yes': 176, 'no': 1, 'present': 1, 'not_voting': 14, 'majority_position': 'Yes'}",Expressing the sense of the House of Representatives that the passage of a fiscal year 2013 Federal budget is of national importance,"{'yes': 0, 'no': 0, 'present': 0, 'not_voting': 0}",On Motion to Suspend the Rules and Agree,,"{'yes': 234, 'no': 0, 'present': 0, 'not_voting': 8, 'majority_position': 'Yes'}",Passed,http://clerk.house.gov/evs/2012/roll007.xml,16:41:00,"{'yes': 410, 'no': 1, 'present': 1, 'not_voting': 21}",http://clerk.house.gov/evs/2012/roll007.xml,2/3 YEA-AND-NAY,https://api.propublica.org/congress/v1/112/house/sessions/2/votes/7.json
112,House,2,8,"{'bill_id': 'hr2070-112', 'number': 'H.R.2070', 'sponsor_id': 'J000292', 'api_uri': 'https://api.propublica.org/congress/v1/112/bills/hr2070.json', 'title': 'To direct the Secretary of the Interior to install in the area of the World War II Memorial in the District of Columbia a suitable plaque or an inscription with the words that President Franklin D. Roosevelt prayed with the nation on June 6, 1944, the morning of D-Day.', 'latest_action': 'Received in the Senate and Read twice and referred to the Committee on Energy and Natural Resources.'}",2012-01-24,"{'yes': 153, 'no': 26, 'present': 0, 'not_voting': 13, 'majority_position': 'Yes'}",World War II Memorial Prayer Act of 2011,"{'yes': 0, 'no': 0, 'present': 0, 'not_voting': 0}","On Motion to Suspend the Rules and Pass, as Amended",,"{'yes': 233, 'no': 0, 'present': 0, 'not_voting': 9, 'majority_position': 'Yes'}",Passed,http://clerk.house.gov/evs/2012/roll008.xml,16:49:00,"{'yes': 386, 'no': 26, 'present': 0, 'not_voting': 21}",http://clerk.house.gov/evs/2012/roll008.xml,2/3 YEA-AND-NAY,https://api.propublica.org/congress/v1/112/house/sessions/2/votes/8.json
112,House,2,9,"{'bill_id': 'hr3630-112', 'number': 'H.R.3630', 'sponsor_id': 'C000071', 'api_uri': 'https://api.propublica.org/congress/v1/112/bills/hr3630.json', 'title': 'A bill to extend the payroll tax holiday, unemployment compensation, Medicare physician payment, provide for the consideration of the Keystone XL pipeline, and for other purposes.', 'latest_action': 'Became Public Law No: 112-96.'}",2012-01-24,"{'yes': 179, 'no': 0, 'present': 0, 'not_voting': 13, 'majority_position': 'Yes'}",Temporary Payroll Tax Cut Continuation Act of 2011,"{'yes': 0, 'no': 0, 'present': 0, 'not_voting': 0}",On Motion to Instruct Conferees,,"{'yes': 218, 'no': 16, 'present': 0, 'not_voting': 8, 'majority_position': 'Yes'}",Passed,http://clerk.house.gov/evs/2012/roll009.xml,16:56:00,"{'yes': 397, 'no': 16, 'present': 0, 'not_voting': 20}",http://clerk.house.gov/evs/2012/roll009.xml,YEA-AND-NAY,https://api.propublica.org/congress/v1/112/house/sessions/2/votes/9.json
112,House,2,10,"{'bill_id': 'hr1022-112', 'number': 'H.R.1022', 'sponsor_id': 'S001175', 'api_uri': 'https://api.propublica.org/congress/v1/112/bills/hr1022.json', 'title': 'To authorize the Secretary of the Interior to conduct a study of alternatives for commemorating and interpreting the role of the Buffalo Soldiers in the early years of the National Parks, and for other purposes.', 'latest_action': 'Received in the Senate and Read twice and referred to the Committee on Energy and Natural Resources.'}",2012-01-25,"{'yes': 179, 'no': 0, 'present': 0, 'not_voting': 13, 'majority_position': 'Yes'}",Buffalo Soldiers in the National Parks Study Act,"{'yes': 0, 'no': 0, 'present': 0, 'not_voting': 0}",On Motion to Suspend the Rules and Pass,,"{'yes': 159, 'no': 70, 'present': 0, 'not_voting': 13, 'majority_position': 'Yes'}",Passed,http://clerk.house.gov/evs/2012/roll010.xml,10:18:00,"{'yes': 338, 'no': 70, 'present': 0, 'not_voting': 25}",http://clerk.house.gov/evs/2012/roll010.xml,2/3 YEA-AND-NAY,https://api.propublica.org/congress/v1/112/house/sessions/2/votes/10.json
