congress,chamber,session,roll_call,bill,date,democratic,description,document_number,document_title,independent,question,question_text,republican,result,source,tie_breaker,tie_breaker_vote,time,total,url,vote_type,vote_uri
115,Senate,1,1,"{'bill_id': 'sconres3-115', 'number': 'S.CON.RES.3', 'sponsor_id': 'E000285', 'api_uri': 'https://api.propublica.org/congress/v1/115/bills/sconres3.json', 'title': 'A concurrent resolution setting forth the congressional budget for the United States Government for fiscal year 2017 and setting forth the appropriate budgetary levels for fiscal years 2018 through 2026.', 'latest_action': 'Motion to reconsider laid on the table Agreed to without objection.'}",2017-01-04,"{'yes': 0, 'no': 45, 'present': 0, 'not_voting': 1, 'majority_position': 'No'}",A concurrent resolution setting forth the congressional budget for the United States Government for fiscal year 2017 and setting forth the appropriate budgetary levels for fiscal years 2018 through 2026.,,,"{'yes': 0, 'no': 2, 'present': 0, 'not_voting': 0}",On the Motion to Proceed,On the Motion to Proceed S.Con.Res. 3,"{'yes': 51, 'no': 1, 'present': 0, 'not_voting': 0, 'majority_position': 'Yes'}",Motion to Proceed Agreed to,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1151/vote_115_1_00001.xml,,,12:38:00,"{'yes': 51, 'no': 48, 'present': 0, 'not_voting': 1}",https://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=115&session=1&vote=00001,1/2,https://api.propublica.org/congress/v1/115/senate/sessions/1/votes/1.json
115,Senate,1,2,"{'bill_id': 'sconres3-115', 'number': 'S.CON.RES.3', 'sponsor_id': 'E000285', 'api_uri': 'https://api.propublica.org/congress/v1/115/bills/sconres3.json', 'title': 'A concurrent resolution setting forth the congressional budget for the United States Government for fiscal year 2017 and setting forth the appropriate budgetary levels for fiscal years 2018 through 2026.', 'latest_action': 'Motion to reconsider laid on the table Agreed to without objection.'}",2017-01-05,"{'yes': 46, 'no': 0, 'present': 0, 'not_voting': 0, 'majority_position': 'Yes'}",To prohibit legislation that makes America sick again.,,,"{'yes': 2, 'no': 0, 'present': 0, 'not_voting': 0}",On the Motion,On the Motion (Motion to Waive Section 305(b)(2) of the C.B.A. re: Kaine Amdt. No. 8),"{'yes': 0, 'no': 52, 'present': 0, 'not_voting': 0, 'majority_position': 'No'}",Motion Rejected,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1151/vote_115_1_00002.xml,,,14:47:00,"{'yes': 48, 'no': 52, 'present': 0, 'not_voting': 0}",https://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=115&session=1&vote=00002,3/5,https://api.propublica.org/congress/v1/115/senate/sessions/1/votes/2.json
115,Senate,1,3,"{'bill_id': 'sconres3-115', 'number': 'S.CON.RES.3', 'sponsor_id': 'E000285', 'api_uri': 'https://api.propublica.org/congress/v1/115/bills/sconres3.json', 'title': 'A concurrent resolution setting forth the congressional budget for the United States Government for fiscal year 2017 and setting forth the appropriate budgetary levels for fiscal years 2018 through 2026.', 'latest_action': 'Motion to reconsider laid on the table Agreed to without objection.'}",2017-01-09,"{'yes': 0, 'no': 46, 'present': 0, 'not_voting': 0, 'majority_position': 'No'}",In the nature of a substitute.,,,"{'yes': 0, 'no': 2, 'present': 0, 'not_voting': 0}",On the Amendment,On the Amendment S.Amdt. 1 to S.Con.Res. 3 (No short title on file),"{'yes': 14, 'no': 35, 'present': 0, 'not_voting': 3, 'majority_position': 'No'}",Amendment Rejected,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1151/vote_115_1_00003.xml,,,17:33:00,"{'yes': 14, 'no': 83, 'present': 0, 'not_voting': 3}",https://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=115&session=1&vote=00003,1/2,https://api.propublica.org/congress/v1/115/senate/sessions/1/votes/3.json
115,Senate,1,4,"{'bill_id': 'sconres3-115', 'number': 'S.CON.RES.3', 'sponsor_id': 'E000285', 'api_uri': 'https://api.propublica.org/congress/v1/115/bills/sconres3.json', 'title': 'A concurrent resolution setting forth the congressional budget for the United States Government for fiscal year 2017 and setting forth the appropriate budgetary levels for fiscal years 2018 through 2026.', 'latest_action': 'Motion to reconsider laid on the table Agreed to without objection.'}",2017-01-09,"{'yes': 45, 'no': 0, 'present': 0, 'not_voting': 1, 'majority_position': 'Yes'}",To protect the Medicare and Medicaid programs.,,,"{'yes': 2, 'no': 0, 'present': 0, 'not_voting': 0}",On the Motion,On the Motion (Motion to Waive CBA Re: Germaneness Re: Hirono Amdt. No. 20),"{'yes': 2, 'no': 47, 'present': 0, 'not_voting': 3, 'majority_position': 'No'}",Motion Rejected,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1151/vote_115_1_00004.xml,,,18:08:00,"{'yes': 49, 'no': 47, 'present': 0, 'not_voting': 4}",https://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=115&session=1&vote=00004,3/5,https://api.propublica.org/congress/v1/115/senate/sessions/1/votes/4.json
115,Senate,1,5,"{'bill_id': 'sconres3-115', 'number': 'S.CON.RES.3', 'sponsor_id': 'E000285', 'api_uri': 'https://api.propublica.org/congress/v1/115/bills/sconres3.json', 'title': 'A concurrent resolution setting forth the congressional budget for the United States Government for fiscal year 2017 and setting forth the appropriate budgetary levels for fiscal years 2018 through 2026.', 'latest_action': 'Motion to reconsider laid on the table Agreed to without objection.'}",2017-01-10,"{'yes': 0, 'no': 46, 'present': 0, 'not_voting': 0, 'majority_position': 'No'}","To strengthen Social Security and Medicare without raiding it to pay for new Government programs, like Obamacare, that have failed Americans by increasing premiums and reducing affordable health care options, to reform Medicaid without prioritizing able-bodied adults over the disabled, and to return regulation of insurance to State governments.",,,"{'yes': 0, 'no': 2, 'present': 0, 'not_voting': 0}",On the Motion,On the Motion (Motion to Waive All Applicable Budgetary Discipline Re: Flake Amdt. No. 52),"{'yes': 31, 'no': 19, 'present': 0, 'not_voting': 2, 'majority_position': 'Yes'}",Motion Rejected,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1151/vote_115_1_00005.xml,,,14:33:00,"{'yes': 31, 'no': 67, 'present': 0, 'not_voting': 2}",https://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=115&session=1&vote=00005,3/5,https://api.propublica.org/congress/v1/115/senate/sessions/1/votes/5.json
115,Senate,1,6,"{'bill_id': 'sconres3-115', 'number': 'S.CON.RES.3', 'sponsor_id': 'E000285', 'api_uri': 'https://api.propublica.org/congress/v1/115/bills/sconres3.json', 'title': 'A concurrent resolution setting forth the congressional budget for the United States Government for fiscal year 2017 and setting forth the appropriate budgetary levels for fiscal years 2018 through 2026.', 'latest_action': 'Motion to reconsider laid on the table Agreed to without objection.'}",2017-01-10,"{'yes': 46, 'no': 0, 'present': 0, 'not_voting': 0, 'majority_position': 'Yes'}","To prevent the Senate from breaking Donald Trump's promise that 'there will be no cuts to Social Security, Medicare, and Medicaid'.",,,"{'yes': 2, 'no': 0, 'present': 0, 'not_voting': 0}",On the Motion,On the Motion (Motion to Waive All Applicable Budgetary Discipline Re: Sanders Amdt. No. 19),"{'yes': 1, 'no': 49, 'present': 0, 'not_voting': 2, 'majority_position': 'No'}",Motion Rejected,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1151/vote_115_1_00006.xml,,,15:05:00,"{'yes': 49, 'no': 49, 'present': 0, 'not_voting': 2}",https://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=115&session=1&vote=00006,3/5,https://api.propublica.org/congress/v1/115/senate/sessions/1/votes/6.json
115,Senate,1,7,"{'bill_id': 'sconres3-115', 'number': 'S.CON.RES.3', 'sponsor_id': 'E000285', 'api_uri': 'https://api.propublica.org/congress/v1/115/bills/sconres3.json', 'title': 'A concurrent resolution setting forth the congressional budget for the United States Government for fiscal year 2017 and setting forth the appropriate budgetary levels for fiscal years 2018 through 2026.', 'latest_action': 'Motion to reconsider laid on the table Agreed to without objection.'}",2017-01-11,"{'yes': 45, 'no': 0, 'present': 0, 'not_voting': 1, 'majority_position': 'Yes'}",To create a point of order against legislation that would repeal health reforms that closed the prescription drug coverage gap under Medicare.,,,"{'yes': 2, 'no': 0, 'present': 0, 'not_voting': 0}",On the Motion,On the Motion (Motion to Waive All Applicable Budgetary Discipline Re: Nelson Amdt. No. 13),"{'yes': 0, 'no': 51, 'present': 0, 'not_voting': 1, 'majority_position': 'No'}",Motion Rejected,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1151/vote_115_1_00007.xml,,,18:21:00,"{'yes': 47, 'no': 51, 'present': 0, 'not_voting': 2}",https://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=115&session=1&vote=00007,3/5,https://api.propublica.org/congress/v1/115/senate/sessions/1/votes/7.json
115,Senate,1,8,"{'bill_id': 'sconres3-115', 'number': 'S.CON.RES.3', 'sponsor_id': 'E000285', 'api_uri': 'https://api.propublica.org/congress/v1/115/bills/sconres3.json', 'title': 'A concurrent resolution setting forth the congressional budget for the United States Government for fiscal year 2017 and setting forth the appropriate budgetary levels for fiscal years 2018 through 2026.', 'latest_action': 'Motion to reconsider laid on the table Agreed to without objection.'}",2017-01-11,"{'yes': 45, 'no': 0, 'present': 0, 'not_voting': 1, 'majority_position': 'Yes'}",To create a point of order against legislation that would reduce health insurance access and affordability for individuals based on their occupation.,,,"{'yes': 2, 'no': 0, 'present': 0, 'not_voting': 0}",On the Motion,On the Motion (Motion to Waive All Applicable Budgetary Discipline Re: King Amdt. No. 60),"{'yes': 1, 'no': 50, 'present': 0, 'not_voting': 1, 'majority_position': 'No'}",Motion Rejected,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1151/vote_115_1_00008.xml,,,18:52:00,"{'yes': 48, 'no': 50, 'present': 0, 'not_voting': 2}",https://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=115&session=1&vote=00008,3/5,https://api.propublica.org/congress/v1/115/senate/sessions/1/votes/8.json
115,Senate,1,9,"{'bill_id': 'sconres3-115', 'number': 'S.CON.RES.3', 'sponsor_id': 'E000285', 'api_uri': 'https://api.propublica.org/congress/v1/115/bills/sconres3.json', 'title': 'A concurrent resolution setting forth the congressional budget for the United States Government for fiscal year 2017 and setting forth the appropriate budgetary levels for fiscal years 2018 through 2026.', 'latest_action': 'Motion to reconsider laid on the table Agreed to without objection.'}",2017-01-11,"{'yes': 0, 'no': 45, 'present': 0, 'not_voting': 1, 'majority_position': 'No'}",To establish a deficit-neutral reserve fund relating to rural health and repealing and replacing Obamacare.,,,"{'yes': 0, 'no': 2, 'present': 0, 'not_voting': 0}",On the Motion,On the Motion (Motion to Waive All Applicable Budgetary Discipline Re: Barrasso Amdt. No. 173),"{'yes': 51, 'no': 0, 'present': 0, 'not_voting': 1, 'majority_position': 'Yes'}",Motion Rejected,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1151/vote_115_1_00009.xml,,,19:12:00,"{'yes': 51, 'no': 47, 'present': 0, 'not_voting': 2}",https://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=115&session=1&vote=00009,3/5,https://api.propublica.org/congress/v1/115/senate/sessions/1/votes/9.json
115,Senate,1,10,"{'bill_id': 'sconres3-115', 'number': 'S.CON.RES.3', 'sponsor_id': 'E000285', 'api_uri': 'https://api.propublica.org/congress/v1/115/bills/sconres3.json', 'title': 'A concurrent resolution setting forth the congressional budget for the United States Government for fiscal year 2017 and setting forth the appropriate budgetary levels for fiscal years 2018 through 2026.', 'latest_action': 'Motion to reconsider laid on the table Agreed to without objection.'}",2017-01-11,"{'yes': 45, 'no': 0, 'present': 0, 'not_voting': 1, 'majority_position': 'Yes'}",To create a point of order against legislation that would harm rural hospitals and health care providers.,,,"{'yes': 2, 'no': 0, 'present': 0, 'not_voting': 0}",On the Motion,On the Motion (Motion to Waive the C.B.A. Re: Manchin Amdt. No. 64),"{'yes': 4, 'no': 47, 'present': 0, 'not_voting': 1, 'majority_position': 'No'}",Motion Rejected,https://www.senate.gov/legislative/LIS/roll_call_votes/vote1151/vote_115_1_00010.xml,,,19:37:00,"{'yes': 51, 'no': 47, 'present': 0, 'not_voting': 2}",https://www.senate.gov/legislative/LIS/roll_call_lists/roll_call_vote_cfm.cfm?congress=115&session=1&vote=00010,3/5,https://api.propublica.org/congress/v1/115/senate/sessions/1/votes/10.json
