congress,chamber,session,roll_call,bill,date,democratic,description,independent,question,question_text,republican,result,source,time,total,url,vote_type,vote_uri
114,House,1,1,"{'bill_id': 'quorum-114', 'number': 'QUORUM', 'sponsor_id': None, 'api_uri': None, 'title': None, 'latest_action': None}",2015-01-06,"{'yes': 0, 'no': 0, 'present': 163, 'not_voting': 25, 'majority_position': 'None'}",,"{'yes': 0, 'no': 0, 'present': 0, 'not_voting': 0}",Call of the House,,"{'yes': 0, 'no': 0, 'present': 238, 'not_voting': 8, 'majority_position': 'None'}",Passed,http://clerk.house.gov/evs/2015/roll001.xml,12:36:00,"{'yes': 0, 'no': 0, 'present': 401, 'not_voting': 33}",http://clerk.house.gov/evs/2015/roll001.xml,QUORUM,https://api.propublica.org/congress/v1/114/house/sessions/1/votes/1.json
114,House,1,2,{},2015-01-06,"{'Pelosi': 164, 'Not Voting': 20, 'Colin Powe': 1, 'Cooper': 1, 'DeFazio': 1, 'Lewis': 1}",,{},Election of the Speaker,,"{'Boehner': 216, 'Jordan': 2, 'Present': 1, 'Webster (F': 12, 'Not Voting': 5, 'Duncan (SC': 1, 'Gohmert': 3, 'Hon. Rand': 1, 'Gowdy': 1, 'McCarthy': 1, 'Yoho': 2, 'Hon. Jeff': 1}",Boehner,http://clerk.house.gov/evs/2015/roll002.xml,14:02:00,"{'Boehner': 216, 'Pelosi': 164, 'Jordan': 2, 'Present': 1, 'Webster (F': 12, 'Not Voting': 25, 'Duncan (SC': 1, 'Gohmert': 3, 'Hon. Rand': 1, 'Colin Powe': 1, 'Gowdy': 1, 'McCarthy': 1, 'Cooper': 1, 'DeFazio': 1, 'Yoho': 2, 'Hon. Jeff': 1, 'Lewis': 1, 'Vacant': 1}",http://clerk.house.gov/evs/2015/roll002.xml,YEA-AND-NAY,https://api.propublica.org/congress/v1/114/house/sessions/1/votes/2.json
114,House,1,3,"{'bill_id': 'hres5-114', 'number': 'H.RES.5', 'sponsor_id': 'M001165', 'api_uri': 'https://api.propublica.org/congress/v1/114/bills/hres5.json', 'title': 'Adopting rules for the One Hundred Fourteenth Congress.', 'latest_action': 'On agreeing to the resolution Agreed to by the Yeas and Nays: 234 - 172, 1 Present (Roll no. 6). (text: CR H7-10)'}",2015-01-06,"{'yes': 0, 'no': 160, 'present': 0, 'not_voting': 10, 'majority_position': 'No'}",Adopting rules for the One Hundred Fourteenth Congress,"{'yes': 0, 'no': 0, 'present': 0, 'not_voting': 0}",Table Motion to Refer,,"{'yes': 230, 'no': 0, 'present': 0, 'not_voting': 12, 'majority_position': 'Yes'}",Passed,http://clerk.house.gov/evs/2015/roll003.xml,15:07:00,"{'yes': 230, 'no': 160, 'present': 0, 'not_voting': 21}",http://clerk.house.gov/evs/2015/roll003.xml,YEA-AND-NAY,https://api.propublica.org/congress/v1/114/house/sessions/1/votes/3.json
114,House,1,4,"{'bill_id': 'hres5-114', 'number': 'H.RES.5', 'sponsor_id': 'M001165', 'api_uri': 'https://api.propublica.org/congress/v1/114/bills/hres5.json', 'title': 'Adopting rules for the One Hundred Fourteenth Congress.', 'latest_action': 'On agreeing to the resolution Agreed to by the Yeas and Nays: 234 - 172, 1 Present (Roll no. 6). (text: CR H7-10)'}",2015-01-06,"{'yes': 0, 'no': 167, 'present': 0, 'not_voting': 6, 'majority_position': 'No'}",Adopting rules for the One Hundred Fourteenth Congress,"{'yes': 0, 'no': 0, 'present': 0, 'not_voting': 0}",On Ordering the Previous Question,,"{'yes': 239, 'no': 1, 'present': 0, 'not_voting': 3, 'majority_position': 'Yes'}",Passed,http://clerk.house.gov/evs/2015/roll004.xml,16:52:00,"{'yes': 239, 'no': 168, 'present': 0, 'not_voting': 8}",http://clerk.house.gov/evs/2015/roll004.xml,YEA-AND-NAY,https://api.propublica.org/congress/v1/114/house/sessions/1/votes/4.json
114,House,1,5,"{'bill_id': 'hres5-114', 'number': 'H.RES.5', 'sponsor_id': 'M001165', 'api_uri': 'https://api.propublica.org/congress/v1/114/bills/hres5.json', 'title': 'Adopting rules for the One Hundred Fourteenth Congress.', 'latest_action': 'On agreeing to the resolution Agreed to by the Yeas and Nays: 234 - 172, 1 Present (Roll no. 6). (text: CR H7-10)'}",2015-01-06,"{'yes': 168, 'no': 4, 'present': 0, 'not_voting': 1, 'majority_position': 'Yes'}",Adopting rules for the One Hundred Fourteenth Congress,"{'yes': 0, 'no': 0, 'present': 0, 'not_voting': 0}",On Motion to Commit with Instructions,,"{'yes': 0, 'no': 239, 'present': 0, 'not_voting': 4, 'majority_position': 'No'}",Failed,http://clerk.house.gov/evs/2015/roll005.xml,17:14:00,"{'yes': 168, 'no': 243, 'present': 0, 'not_voting': 4}",http://clerk.house.gov/evs/2015/roll005.xml,YEA-AND-NAY,https://api.propublica.org/congress/v1/114/house/sessions/1/votes/5.json
114,House,1,6,"{'bill_id': 'hres5-114', 'number': 'H.RES.5', 'sponsor_id': 'M001165', 'api_uri': 'https://api.propublica.org/congress/v1/114/bills/hres5.json', 'title': 'Adopting rules for the One Hundred Fourteenth Congress.', 'latest_action': 'On agreeing to the resolution Agreed to by the Yeas and Nays: 234 - 172, 1 Present (Roll no. 6). (text: CR H7-10)'}",2015-01-06,"{'yes': 0, 'no': 168, 'present': 0, 'not_voting': 5, 'majority_position': 'No'}",Adopting rules for the One Hundred Fourteenth Congress,"{'yes': 0, 'no': 0, 'present': 0, 'not_voting': 0}",On Agreeing to the Resolution,,"{'yes': 234, 'no': 4, 'present': 1, 'not_voting': 4, 'majority_position': 'Yes'}",Passed,http://clerk.house.gov/evs/2015/roll006.xml,17:30:00,"{'yes': 234, 'no': 172, 'present': 1, 'not_voting': 8}",http://clerk.house.gov/evs/2015/roll006.xml,YEA-AND-NAY,https://api.propublica.org/congress/v1/114/house/sessions/1/votes/6.json
114,House,1,7,"{'bill_id': 'hr22-114', 'number': 'H.R.22', 'sponsor_id': 'D000619', 'api_uri': 'https://api.propublica.org/congress/v1/114/bills/hr22.json', 'title': 'To amend the Internal Revenue Code of 1986 to exempt employees with health coverage under TRICARE or the Veterans Administration from being taken into account for purposes of determining the employers to which the employer mandate applies under the Patient Protection and Affordable Care Act.', 'latest_action': 'Became Public Law No: 114-94.'}",2015-01-06,"{'yes': 172, 'no': 0, 'present': 0, 'not_voting': 1, 'majority_position': 'Yes'}",Hire More Heroes Act of 2015,"{'yes': 0, 'no': 0, 'present': 0, 'not_voting': 0}",On Motion to Suspend the Rules and Pass,,"{'yes': 240, 'no': 0, 'present': 0, 'not_voting': 3, 'majority_position': 'Yes'}",Passed,http://clerk.house.gov/evs/2015/roll007.xml,18:31:00,"{'yes': 412, 'no': 0, 'present': 0, 'not_voting': 3}",http://clerk.house.gov/evs/2015/roll007.xml,2/3 YEA-AND-NAY,https://api.propublica.org/congress/v1/114/house/sessions/1/votes/7.json
114,House,1,8,"{'bill_id': 'hr26-114', 'number': 'H.R.26', 'sponsor_id': 'N000182', 'api_uri': 'https://api.propublica.org/congress/v1/114/bills/hr26.json', 'title': 'To extend the termination date of the Terrorism Insurance Program established under the Terrorism Risk Insurance Act of 2002, and for other purposes.', 'latest_action': 'Became Public Law No: 114-1.'}",2015-01-07,"{'yes': 179, 'no': 0, 'present': 1, 'not_voting': 5, 'majority_position': 'Yes'}",Terrorism Risk Insurance Program Reauthorization Act,"{'yes': 0, 'no': 0, 'present': 0, 'not_voting': 0}",On Motion to Suspend the Rules and Pass,,"{'yes': 237, 'no': 5, 'present': 0, 'not_voting': 1, 'majority_position': 'Yes'}",Passed,http://clerk.house.gov/evs/2015/roll008.xml,15:07:00,"{'yes': 416, 'no': 5, 'present': 1, 'not_voting': 5}",http://clerk.house.gov/evs/2015/roll008.xml,2/3 YEA-AND-NAY,https://api.propublica.org/congress/v1/114/house/sessions/1/votes/8.json
114,House,1,9,"{'bill_id': 'hr37-114', 'number': 'H.R.37', 'sponsor_id': 'F000451', 'api_uri': 'https://api.propublica.org/congress/v1/114/bills/hr37.json', 'title': 'To make technical corrections to the Dodd-Frank Wall Street Reform and Consumer Protection Act, to enhance the ability of small and emerging growth companies to access capital through public and private markets, to reduce regulatory burdens, and for other purposes.', 'latest_action': 'Received in the Senate and Read twice and referred to the Committee on Banking, Housing, and Urban Affairs.'}",2015-01-07,"{'yes': 35, 'no': 145, 'present': 0, 'not_voting': 5, 'majority_position': 'No'}",Promoting Job Creation and Reducing Small Business Burdens Act,"{'yes': 0, 'no': 0, 'present': 0, 'not_voting': 0}",On Motion to Suspend the Rules and Pass,,"{'yes': 241, 'no': 1, 'present': 0, 'not_voting': 1, 'majority_position': 'Yes'}",Failed,http://clerk.house.gov/evs/2015/roll009.xml,15:23:00,"{'yes': 276, 'no': 146, 'present': 0, 'not_voting': 5}",http://clerk.house.gov/evs/2015/roll009.xml,2/3 YEA-AND-NAY,https://api.propublica.org/congress/v1/114/house/sessions/1/votes/9.json
114,House,1,10,"{'bill_id': 'hr23-114', 'number': 'H.R.23', 'sponsor_id': 'N000182', 'api_uri': 'https://api.propublica.org/congress/v1/114/bills/hr23.json', 'title': 'To reauthorize the National Windstorm Impact Reduction Program, and for other purposes.', 'latest_action': 'Became Public Law No: 114-52.'}",2015-01-07,"{'yes': 180, 'no': 0, 'present': 0, 'not_voting': 5, 'majority_position': 'Yes'}",National Windstorm Impact Reduction Act Reauthorization,"{'yes': 0, 'no': 0, 'present': 0, 'not_voting': 0}",On Motion to Suspend the Rules and Pass,,"{'yes': 201, 'no': 39, 'present': 0, 'not_voting': 3, 'majority_position': 'Yes'}",Passed,http://clerk.house.gov/evs/2015/roll010.xml,15:32:00,"{'yes': 381, 'no': 39, 'present': 0, 'not_voting': 7}",http://clerk.house.gov/evs/2015/roll010.xml,2/3 YEA-AND-NAY,https://api.propublica.org/congress/v1/114/house/sessions/1/votes/10.json
